episode,timesteps,reward,red_car_escaped
337,19164,790.0,0
338,19169,985.0,0
339,19179,975.0,0
340,19180,994.0,0
341,19189,961.0,0
342,19190,994.0,0
343,19209,911.0,0
344,19210,994.0,0
345,19211,994.0,0
346,19220,961.0,0
347,19266,759.0,0
348,19282,924.0,0
349,19400,452.0,0
350,19401,994.0,0
351,19426,905.0,0
352,19451,905.0,0
353,19516,705.0,0
354,19517,999.0,0
355,19525,972.0,0
356,19526,994.0,0
357,19718,138.0,0
358,19761,807.0,0
359,19784,892.0,0
360,19858,656.0,0
361,19889,879.0,0
362,19890,994.0,0
363,19921,854.0,0
364,19922,994.0,0
365,19923,994.0,0
366,19955,878.0,0
367,19965,950.0,0
368,19966,994.0,0
369,19992,894.0,0
370,20011,916.0,0
371,20025,926.0,0
372,20045,920.0,0
373,20051,989.0,0
374,20113,698.0,0
375,20123,955.0,0
376,20167,766.0,0
377,20178,949.0,0
378,20227,811.0,0
379,20244,923.0,0
380,20245,999.0,0
381,20252,973.0,0
382,20287,855.0,0
383,20318,869.0,0
384,20319,999.0,0
385,20320,994.0,0
386,20335,940.0,0
387,20345,955.0,0
388,20346,994.0,0
389,20347,994.0,0
390,20354,973.0,0
391,20450,524.0,0
392,20526,599.0,0
393,20535,966.0,0
394,20557,903.0,0
395,20570,952.0,0
396,20571,999.0,0
397,20603,828.0,0
398,20707,506.0,0
399,20803,604.0,0
400,20812,976.0,0
401,20813,994.0,0
402,20841,917.0,0
403,20871,855.0,0
404,20945,626.0,0
405,20946,994.0,0
406,20947,999.0,0
407,21042,495.0,0
408,21053,959.0,0
409,21071,917.0,0
410,21080,971.0,0
411,21100,915.0,0
412,21120,915.0,0
413,21129,971.0,0
414,21149,900.0,0
415,21150,994.0,0
416,21156,984.0,0
417,21157,999.0,0
418,21189,863.0,0
419,21206,943.0,0
420,21209,992.0,0
421,21210,999.0,0
422,21211,999.0,0
423,21229,922.0,0
424,21236,983.0,0
425,21253,933.0,0
426,21254,994.0,0
427,21266,938.0,0
428,21322,749.0,0
429,21344,923.0,0
430,21369,900.0,0
431,21370,999.0,0
432,21397,873.0,0
433,21398,999.0,0
434,21415,918.0,0
435,21427,948.0,0
436,21428,994.0,0
437,21498,660.0,0
438,21499,994.0,0
439,21520,889.0,0
440,21525,980.0,0
441,21556,864.0,0
442,21557,994.0,0
443,21615,717.0,0
444,21631,949.0,0
445,21632,994.0,0
446,21700,717.0,0
447,21798,502.0,0
448,21870,628.0,0
449,21884,951.0,0
450,21901,933.0,0
451,21902,994.0,0
452,21920,927.0,0
453,21921,994.0,0
454,21929,962.0,0
455,21981,753.0,0
456,21993,948.0,0
457,21994,994.0,0
458,21995,999.0,0
459,22015,915.0,0
460,22058,802.0,0
461,22082,886.0,0
462,22083,994.0,0
463,22084,994.0,0
464,22111,888.0,0
465,22112,994.0,0
466,22130,922.0,0
467,22158,882.0,0
468,22159,994.0,0
469,22160,994.0,0
470,22226,694.0,0
471,22287,709.0,0
472,22288,999.0,0
473,22305,933.0,0
474,22358,742.0,0
475,22366,972.0,0
476,22444,642.0,0
477,22445,994.0,0
478,22446,994.0,0
479,22460,941.0,0
480,22465,980.0,0
481,22466,994.0,0
482,22479,937.0,0
483,22491,958.0,0
484,22492,994.0,0
485,22520,877.0,0
486,22528,967.0,0
487,22544,929.0,0
488,22579,860.0,0
489,22586,978.0,0
490,22593,973.0,0
491,22594,994.0,0
492,22595,994.0,0
493,22620,885.0,0
494,22658,822.0,0
495,22659,994.0,0
496,22663,991.0,0
497,22664,994.0,0
498,22674,960.0,0
499,22684,965.0,0
500,22695,959.0,0
501,22710,935.0,0
502,22736,889.0,0
503,22737,994.0,0
504,22802,705.0,0
505,22803,999.0,0
506,22804,994.0,0
507,22805,994.0,0
508,22806,994.0,0
509,22892,574.0,0
510,22963,609.0,0
511,22991,902.0,0
512,23031,790.0,0
513,23056,905.0,0
514,23069,942.0,0
515,23070,994.0,0
516,23076,984.0,0
517,23099,907.0,0
518,23100,994.0,0
519,23101,994.0,0
520,23102,999.0,0
521,23103,994.0,0
522,23104,994.0,0
523,23163,741.0,0
524,23164,994.0,0
525,23169,990.0,0
526,23177,967.0,0
527,23187,960.0,0
528,23188,999.0,0
529,23197,966.0,0
530,23198,994.0,0
531,23205,983.0,0
532,23219,946.0,0
533,23220,994.0,0
534,23221,994.0,0
535,23233,953.0,0
536,23234,994.0,0
537,23245,964.0,0
538,23256,954.0,0
539,23257,994.0,0
540,23262,980.0,0
541,23452,100.0,0
542,23470,922.0,0
543,23490,935.0,0
544,23496,989.0,0
545,23497,994.0,0
546,23511,946.0,0
547,23534,907.0,0
548,23535,994.0,0
549,23550,945.0,0
550,23551,994.0,0
551,23552,994.0,0
552,23553,999.0,0
553,23554,994.0,0
554,23558,991.0,0
555,23559,994.0,0
556,23563,986.0,0
557,23564,994.0,0
558,23565,994.0,0
559,23576,954.0,0
560,23577,994.0,0
561,23593,924.0,0
562,23600,983.0,0
563,23601,999.0,0
564,23602,994.0,0
565,23603,994.0,0
566,23637,841.0,0
567,23638,994.0,0
568,23697,726.0,0
569,23734,813.0,0
570,23747,942.0,0
571,23748,994.0,0
572,23749,999.0,0
573,23766,923.0,0
574,23767,999.0,0
575,23792,910.0,0
576,23855,707.0,0
577,23903,772.0,0
578,23938,835.0,0
579,23946,972.0,0
580,24101,265.0,0
581,24112,959.0,0
582,24113,994.0,0
583,24146,852.0,0
584,24197,774.0,0
585,24198,994.0,0
586,24206,977.0,0
587,24281,655.0,0
588,24294,947.0,0
589,24309,930.0,0
590,24310,994.0,0
591,24378,727.0,0
592,24396,927.0,0
593,24397,994.0,0
594,24398,994.0,0
595,24399,994.0,0
596,24400,999.0,0
597,24401,999.0,0
598,24402,999.0,0
599,24413,969.0,0
600,24414,994.0,0
601,24426,968.0,0
602,24427,994.0,0
603,24444,938.0,0
604,24445,994.0,0
605,24451,984.0,0
606,24452,994.0,0
607,24453,994.0,0
608,24511,772.0,0
609,24526,925.0,0
610,24527,994.0,0
611,24561,846.0,0
612,24562,999.0,0
613,24563,994.0,0
614,24584,904.0,0
615,24585,994.0,0
616,24586,994.0,0
617,24608,893.0,0
618,24664,744.0,0
619,24671,978.0,0
620,24672,994.0,0
621,24675,997.0,0
622,24680,985.0,0
623,24707,883.0,0
624,24718,954.0,0
625,24751,847.0,0
626,24752,994.0,0
627,24765,962.0,0
628,24791,889.0,0
629,24792,994.0,0
630,24793,994.0,0
631,24804,954.0,0
632,24805,994.0,0
633,24806,994.0,0
634,24810,991.0,0
635,24811,994.0,0
636,24828,923.0,0
637,24829,994.0,0
638,24830,994.0,0
639,24878,792.0,0
640,24879,994.0,0
641,24880,994.0,0
642,24881,994.0,0
643,24882,999.0,0
644,24911,876.0,0
645,24952,829.0,0
646,24953,994.0,0
647,24971,942.0,0
648,24972,994.0,0
649,24995,902.0,0
650,24996,999.0,0
651,24997,994.0,0
652,25001,991.0,0
653,25020,916.0,0
654,25056,839.0,0
655,25106,780.0,0
656,25107,994.0,0
657,25119,943.0,0
658,25120,994.0,0
659,25143,882.0,0
660,25144,994.0,0
661,25167,897.0,0
662,25210,792.0,0
663,25216,984.0,0
664,25230,946.0,0
665,25241,964.0,0
666,25242,994.0,0
667,25243,994.0,0
668,25244,994.0,0
669,25262,922.0,0
670,25274,958.0,0
671,25275,994.0,0
672,25276,994.0,0
673,25280,991.0,0
674,25285,985.0,0
675,25292,983.0,0
676,25324,853.0,0
677,25325,994.0,0
678,25366,804.0,0
679,25367,994.0,0
680,25375,967.0,0
681,25376,994.0,0
682,25377,994.0,0
683,25378,994.0,0
684,25379,994.0,0
685,25397,917.0,0
686,25398,994.0,0
687,25399,994.0,0
688,25413,946.0,0
689,25422,966.0,0
690,25438,919.0,0
691,25462,901.0,0
692,25486,906.0,0
693,25502,929.0,0
694,25503,994.0,0
695,25527,901.0,0
696,25528,994.0,0
697,25540,948.0,0
698,25573,857.0,0
699,25574,994.0,0
700,25575,994.0,0
701,25576,994.0,0
702,25589,947.0,0
703,25590,994.0,0
704,25612,903.0,0
705,25618,974.0,0
706,25627,966.0,0
707,25628,994.0,0
708,25629,994.0,0
709,25630,999.0,0
710,25631,994.0,0
711,25637,984.0,0
712,25638,994.0,0
713,25639,994.0,0
714,25652,942.0,0
715,25653,994.0,0
716,25654,994.0,0
717,25655,994.0,0
718,25742,593.0,0
719,25743,994.0,0
720,25744,999.0,0
721,25745,994.0,0
722,25746,994.0,0
723,25747,994.0,0
724,25748,999.0,0
725,25754,979.0,0
726,25755,994.0,0
727,25800,770.0,0
728,25801,999.0,0
729,25802,994.0,0
730,25803,994.0,0
731,25818,945.0,0
732,25819,994.0,0
733,25820,999.0,0
734,25821,994.0,0
735,25822,994.0,0
736,25823,994.0,0
737,25828,985.0,0
738,25879,779.0,0
739,25928,751.0,0
740,25931,992.0,0
741,25932,994.0,0
742,25944,943.0,0
743,25959,935.0,0
744,25960,994.0,0
745,25968,972.0,0
746,25984,934.0,0
747,25985,999.0,0
748,25996,964.0,0
749,26054,712.0,0
750,26055,994.0,0
751,26075,910.0,0
752,26101,874.0,0
753,26128,898.0,0
754,26134,979.0,0
755,26143,971.0,0
756,26144,999.0,0
757,26145,994.0,0
758,26146,994.0,0
759,26147,994.0,0
760,26151,991.0,0
761,26152,994.0,0
762,26200,777.0,0
763,26201,994.0,0
764,26205,991.0,0
765,26206,994.0,0
766,26281,655.0,0
767,26288,988.0,0
768,26289,994.0,0
769,26290,994.0,0
770,26299,981.0,0
771,26300,994.0,0
772,26320,925.0,0
773,26331,964.0,0
774,26332,994.0,0
775,26343,964.0,0
776,26348,985.0,0
777,26349,994.0,0
778,26350,999.0,0
779,26413,697.0,0
780,26420,968.0,0
781,26421,994.0,0
782,26422,994.0,0
783,26423,994.0,0
784,26424,999.0,0
785,26425,994.0,0
786,26430,990.0,0
787,26431,994.0,0
788,26432,994.0,0
789,26433,994.0,0
790,26434,994.0,0
791,26450,939.0,0
792,26457,973.0,0
793,26467,960.0,0
794,26525,707.0,0
795,26526,994.0,0
796,26527,994.0,0
797,26528,994.0,0
798,26529,994.0,0
799,26530,994.0,0
800,26541,944.0,0
801,26560,921.0,0
802,26561,994.0,0
803,26562,994.0,0
804,26576,941.0,0
805,26608,863.0,0
806,26609,994.0,0
807,26610,994.0,0
808,26619,966.0,0
809,26620,994.0,0
810,26627,973.0,0
811,26628,999.0,0
812,26629,994.0,0
813,27070,-1321.0,0
814,27071,994.0,0
815,27072,994.0,0
816,27073,999.0,0
817,27074,994.0,0
818,27084,950.0,0
819,27085,994.0,0
820,27107,898.0,0
821,27127,930.0,0
822,27128,994.0,0
823,27129,994.0,0
824,27157,882.0,0
825,27168,954.0,0
826,27169,994.0,0
827,27185,939.0,0
828,27186,994.0,0
829,27187,999.0,0
830,27188,994.0,0
831,27207,931.0,0
832,27208,994.0,0
833,27209,994.0,0
834,27210,994.0,0
835,27211,994.0,0
836,27216,990.0,0
837,27220,991.0,0
838,27246,879.0,0
839,27247,994.0,0
840,27277,865.0,0
841,27312,840.0,0
842,27313,994.0,0
843,27367,731.0,0
844,27380,952.0,0
845,27386,989.0,0
846,27387,994.0,0
847,27395,977.0,0
848,27440,785.0,0
849,27444,991.0,0
850,27445,999.0,0
851,27446,994.0,0
852,27447,994.0,0
853,27448,994.0,0
854,27449,994.0,0
855,27450,994.0,0
856,27451,999.0,0
857,27452,994.0,0
858,27453,994.0,0
859,27454,994.0,0
860,27455,994.0,0
861,27457,998.0,0
862,27458,994.0,0
863,27459,994.0,0
864,27460,994.0,0
865,27461,994.0,0
866,27631,95.0,0
867,27632,994.0,0
868,27633,994.0,0
869,27634,994.0,0
870,27635,994.0,0
871,27644,976.0,0
872,27645,994.0,0
873,27646,994.0,0
874,27654,967.0,0
875,27669,935.0,0
876,27708,846.0,0
877,27709,994.0,0
878,27710,994.0,0
879,27711,994.0,0
880,27712,999.0,0
881,27713,994.0,0
882,27714,994.0,0
883,27715,994.0,0
884,27716,994.0,0
885,27727,954.0,0
886,27729,998.0,0
887,27730,994.0,0
888,27760,870.0,0
889,27765,990.0,0
890,27766,994.0,0
891,27767,994.0,0
892,27788,919.0,0
893,27803,935.0,0
894,27823,905.0,0
895,27824,994.0,0
896,27825,999.0,0
897,27826,994.0,0
898,27847,919.0,0
899,27848,994.0,0
900,27860,958.0,0
901,27880,905.0,0
902,27881,994.0,0
903,27892,964.0,0
904,27893,994.0,0
905,27899,979.0,0
906,27900,994.0,0
907,27913,947.0,0
908,27920,988.0,0
909,27928,967.0,0
910,27929,994.0,0
911,27952,907.0,0
912,27973,904.0,0
913,27976,992.0,0
914,27985,971.0,0
915,27986,994.0,0
916,27987,994.0,0
917,27995,967.0,0
918,28080,525.0,0
919,28081,994.0,0
920,28122,794.0,0
921,28132,965.0,0
922,28133,994.0,0
923,28139,979.0,0
924,28150,954.0,0
925,28151,994.0,0
926,28152,994.0,0
927,28171,921.0,0
928,28172,999.0,0
929,28173,994.0,0
930,28174,999.0,0
931,28175,994.0,0
932,28176,994.0,0
933,28177,994.0,0
934,28178,999.0,0
935,28179,994.0,0
936,28180,994.0,0
937,28181,999.0,0
938,28182,994.0,0
939,28183,994.0,0
940,28184,994.0,0
941,28185,994.0,0
942,28186,994.0,0
943,28187,994.0,0
944,28200,952.0,0
945,28219,926.0,0
946,28220,999.0,0
947,28221,994.0,0
948,28279,707.0,0
949,28280,994.0,0
950,28281,994.0,0
951,28282,994.0,0
952,28283,994.0,0
953,28288,995.0,0
954,28289,994.0,0
955,28295,984.0,0
956,28312,958.0,0
957,28335,922.0,0
958,28342,973.0,0
959,28343,999.0,0
960,28344,994.0,0
961,28345,994.0,0
962,28360,945.0,0
963,28415,745.0,0
964,28421,984.0,0
965,28469,772.0,0
966,28477,972.0,0
967,28503,889.0,0
968,28510,978.0,0
969,28511,994.0,0
970,28578,658.0,0
971,28579,994.0,0
972,28580,994.0,0
973,28591,959.0,0
974,28592,999.0,0
975,28607,935.0,0
976,28608,999.0,0
977,28612,991.0,0
978,28624,943.0,0
979,28625,994.0,0
980,28631,979.0,0
981,28632,994.0,0
982,28633,994.0,0
983,28634,994.0,0
984,28635,994.0,0
985,28648,947.0,0
986,28655,973.0,0
987,28679,876.0,0
988,28705,904.0,0
989,28706,999.0,0
990,28707,994.0,0
991,28708,994.0,0
992,28709,994.0,0
993,28710,994.0,0
994,28711,994.0,0
995,28714,992.0,0
996,28715,994.0,0
997,28716,994.0,0
998,28717,994.0,0
999,28718,994.0,0
1000,28729,964.0,0
1001,28734,985.0,0
1002,28746,958.0,0
1003,28811,655.0,0
1004,28812,994.0,0
1005,28820,967.0,0
1006,28821,994.0,0
1007,28822,994.0,0
1008,28823,994.0,0
1009,28824,994.0,0
1010,28825,994.0,0
1011,28826,994.0,0
1012,28840,941.0,0
1013,28841,994.0,0
1014,28854,947.0,0
1015,28881,858.0,0
1016,28882,994.0,0
1017,28883,994.0,0
1018,28891,977.0,0
1019,28892,994.0,0
1020,28901,961.0,0
1021,28902,994.0,0
1022,28914,963.0,0
1023,28915,994.0,0
1024,28924,981.0,0
1025,28925,994.0,0
1026,28926,994.0,0
1027,28988,713.0,0
1028,29017,866.0,0
1029,29018,994.0,0
1030,29019,994.0,0
1031,29026,978.0,0
1032,29027,994.0,0
1033,29028,994.0,0
1034,29053,895.0,0
1035,29054,994.0,0
1036,29055,994.0,0
1037,29056,994.0,0
1038,29100,791.0,0
1039,29101,994.0,0
1040,29102,994.0,0
1041,29103,994.0,0
1042,29104,994.0,0
1043,29105,994.0,0
1044,29106,994.0,0
1045,29107,994.0,0
1046,29130,892.0,0
1047,29131,994.0,0
1048,29132,994.0,0
1049,29133,994.0,0
1050,29152,921.0,0
1051,29153,999.0,0
1052,29154,994.0,0
1053,29155,994.0,0
1054,29156,994.0,0
1055,29178,883.0,0
1056,29182,991.0,0
1057,29215,842.0,0
1058,29224,971.0,0
1059,29225,994.0,0
1060,29226,994.0,0
1061,29227,994.0,0
1062,29271,796.0,0
1063,29301,835.0,0
1064,29302,994.0,0
1065,29303,994.0,0
1066,29304,994.0,0
1067,29305,994.0,0
1068,29319,946.0,0
1069,29405,564.0,0
1070,29406,994.0,0
1071,29407,994.0,0
1072,29408,994.0,0
1073,29429,944.0,0
1074,29448,901.0,0
1075,29508,700.0,0
1076,29513,985.0,0
1077,29527,951.0,0
1078,29528,994.0,0
1079,29551,897.0,0
1080,29552,994.0,0
1081,29553,994.0,0
1082,29554,994.0,0
1083,29555,994.0,0
1084,29570,940.0,0
1085,29666,509.0,0
1086,29667,999.0,0
1087,29668,994.0,0
1088,29671,997.0,0
1089,29672,994.0,0
1090,29680,972.0,0
1091,29681,994.0,0
1092,29682,994.0,0
1093,29683,994.0,0
1094,29690,978.0,0
1095,29691,994.0,0
1096,29692,994.0,0
1097,29693,994.0,0
1098,29745,753.0,0
1099,29798,707.0,0
1100,29825,883.0,0
1101,29826,994.0,0
1102,29827,994.0,0
1103,29828,999.0,0
1104,29844,939.0,0
1105,29846,998.0,0
1106,29847,994.0,0
1107,29858,954.0,0
1108,29859,999.0,0
1109,29868,976.0,0
1110,29885,953.0,0
1111,29895,960.0,0
1112,29908,947.0,0
1113,29909,994.0,0
1114,29910,994.0,0
1115,29911,994.0,0
1116,29912,994.0,0
1117,29913,994.0,0
1118,29923,955.0,0
1119,29924,994.0,0
1120,29934,975.0,0
1121,29938,986.0,0
1122,29939,994.0,0
1123,29952,942.0,0
1124,29953,994.0,0
1125,29954,994.0,0
1126,29955,994.0,0
1127,29971,924.0,0
1128,29980,961.0,0
1129,29981,999.0,0
1130,29982,999.0,0
1131,29983,994.0,0
1132,29984,994.0,0
1133,29985,994.0,0
1134,29986,994.0,0
1135,29987,994.0,0
1136,29988,994.0,0
1137,29990,998.0,0
1138,29991,994.0,0
1139,29992,994.0,0
1140,29993,994.0,0
1141,30005,963.0,0
1142,30006,994.0,0
1143,30007,994.0,0
1144,30008,994.0,0
1145,30011,992.0,0
1146,30012,994.0,0
1147,30013,999.0,0
1148,30014,999.0,0
1149,30124,430.0,0
1150,30125,999.0,0
1151,30126,994.0,0
1152,30127,994.0,0
1153,30128,994.0,0
1154,30133,990.0,0
1155,30134,994.0,0
1156,30135,994.0,0
1157,30329,6.0,0
1158,30330,999.0,0
1159,30331,994.0,0
1160,30332,994.0,0
1161,30333,994.0,0
1162,30377,786.0,0
1163,30392,960.0,0
1164,30416,881.0,0
1165,30417,994.0,0
1166,30418,994.0,0
1167,30428,965.0,0
1168,30429,994.0,0
1169,30430,994.0,0
1170,30457,898.0,0
1171,30470,947.0,0
1172,30471,994.0,0
1173,30472,999.0,0
1174,30473,999.0,0
1175,30492,911.0,0
1176,30493,994.0,0
1177,30494,994.0,0
1178,30495,994.0,0
1179,30568,677.0,0
1180,30607,841.0,0
1181,30630,892.0,0
1182,30631,994.0,0
1183,30641,960.0,0
1184,30642,994.0,0
1185,30643,994.0,0
1186,30644,994.0,0
1187,30645,994.0,0
1188,30667,923.0,0
1189,30668,994.0,0
1190,30669,994.0,0
1191,30679,970.0,0
1192,30690,969.0,0
1193,30691,999.0,0
1194,30692,994.0,0
1195,30693,994.0,0
1196,30705,948.0,0
1197,30706,999.0,0
1198,30707,994.0,0
1199,30708,994.0,0
1200,30726,932.0,0
1201,30727,994.0,0
1202,30728,994.0,0
1203,30729,994.0,0
1204,30747,937.0,0
1205,30748,999.0,0
1206,30749,994.0,0
1207,30750,994.0,0
1208,30751,994.0,0
1209,30752,994.0,0
1210,30753,994.0,0
1211,30768,945.0,0
1212,30769,994.0,0
1213,30781,948.0,0
1214,30782,994.0,0
1215,30783,994.0,0
1216,30784,999.0,0
1217,30793,971.0,0
1218,30800,983.0,0
1219,30801,994.0,0
1220,30826,885.0,0
1221,30827,994.0,0
1222,30828,994.0,0
1223,30829,994.0,0
1224,30830,994.0,0
1225,30851,924.0,0
1226,30852,994.0,0
1227,30853,999.0,0
1228,30854,994.0,0
1229,30855,994.0,0
1230,30856,994.0,0
1231,30857,994.0,0
1232,30858,994.0,0
1233,30859,994.0,0
1234,30860,994.0,0
1235,30861,994.0,0
1236,30880,941.0,0
1237,30881,994.0,0
1238,30882,994.0,0
1239,30883,994.0,0
1240,30884,994.0,0
1241,30885,994.0,0
1242,30886,994.0,0
1243,30887,999.0,0
1244,30895,972.0,0
