episode,timesteps,reward,red_car_escaped
102,11258,540.0,1
103,11276,927.0,1
104,11291,950.0,1
105,11383,573.0,1
106,11414,869.0,1
107,11650,84.0,1
108,11674,896.0,1
109,11749,655.0,1
110,11763,936.0,1
111,11869,579.0,1
112,11893,886.0,1
113,11919,904.0,1
114,11952,862.0,1
115,11992,820.0,1
116,12017,885.0,1
117,12062,830.0,1
118,12159,633.0,1
119,12308,291.0,1
120,12353,765.0,1
121,12428,695.0,1
122,12459,879.0,1
123,12573,506.0,1
124,12600,903.0,1
125,12608,972.0,1
126,12668,725.0,1
127,12690,893.0,1
128,12912,33.0,1
129,12987,625.0,1
130,13046,701.0,1
131,13145,556.0,1
132,13206,749.0,1
133,13271,700.0,1
134,13302,844.0,1
135,13314,948.0,1
136,13328,946.0,1
137,13341,962.0,1
138,13359,922.0,1
139,13360,994.0,1
140,13375,940.0,1
141,13383,972.0,1
142,13408,905.0,1
143,13424,934.0,1
144,13445,904.0,1
145,13451,979.0,1
146,13753,-582.0,1
147,13758,980.0,1
148,13793,870.0,1
149,13849,764.0,1
150,13882,842.0,1
151,13906,906.0,1
152,14014,502.0,1
153,14071,753.0,1
154,14072,994.0,1
155,14489,-1007.0,1
156,14511,913.0,1
157,14521,955.0,1
158,14615,626.0,1
159,14733,412.0,1
160,14750,938.0,1
161,14761,954.0,1
162,14832,719.0,1
163,14859,893.0,1
164,14868,971.0,1
165,14878,960.0,1
166,14988,490.0,1
167,15015,878.0,1
168,15054,836.0,1
169,15068,946.0,1
170,15069,994.0,1
171,15289,-105.0,1
172,15316,878.0,1
173,15363,793.0,1
174,15364,994.0,1
175,15383,931.0,1
176,15407,881.0,1
177,15408,994.0,1
178,15419,969.0,1
179,15513,601.0,1
180,15608,585.0,1
181,15772,276.0,1
182,15780,972.0,1
183,15783,992.0,1
184,16063,-355.0,1
185,16145,618.0,1
186,16197,778.0,1
187,16205,967.0,1
188,16238,857.0,1
189,16269,884.0,1
190,16381,428.0,1
191,16444,682.0,1
192,16450,979.0,1
193,16477,888.0,1
194,16517,820.0,1
195,16531,931.0,1
196,16580,746.0,1
197,16647,668.0,1
198,16670,902.0,1
199,16681,974.0,1
200,16700,931.0,1
201,16701,994.0,1
202,16702,994.0,1
203,16763,759.0,1
204,16764,994.0,1
205,16783,916.0,1
206,16812,906.0,1
207,16825,942.0,1
208,16834,966.0,1
209,16863,891.0,1
210,16908,800.0,1
211,16909,994.0,1
212,16922,952.0,1
213,16923,994.0,1
214,16965,823.0,1
215,16973,972.0,1
216,16974,994.0,1
217,16975,994.0,1
218,16990,950.0,1
219,17036,809.0,1
220,17037,994.0,1
221,17043,984.0,1
222,17047,991.0,1
223,17057,970.0,1
224,17129,663.0,1
225,17168,826.0,1
226,17202,861.0,1
227,17211,956.0,1
228,17343,413.0,1
229,17387,816.0,1
230,17388,994.0,1
231,17399,969.0,1
232,17416,938.0,1
233,17431,935.0,1
234,17476,810.0,1
235,17538,723.0,1
236,17548,975.0,1
237,17605,738.0,1
238,17620,925.0,1
239,17667,773.0,1
240,17752,575.0,1
241,17796,776.0,1
242,17819,897.0,1
243,17820,994.0,1
244,17821,994.0,1
245,17845,901.0,1
246,17870,880.0,1
247,17922,768.0,1
248,18053,404.0,1
249,18069,929.0,1
250,18070,994.0,1
251,18079,986.0,1
252,18393,-479.0,1
253,18428,830.0,1
254,18457,876.0,1
255,18480,917.0,1
256,18481,999.0,1
257,18497,959.0,1
258,18512,950.0,1
259,18549,868.0,1
260,18621,693.0,1
261,18644,902.0,1
262,18844,25.0,1
263,18933,586.0,1
264,18934,994.0,1
265,19071,438.0,1
266,19072,994.0,1
267,19141,656.0,1
268,19259,462.0,1
269,19280,894.0,1
270,19335,735.0,1
271,19345,965.0,1
272,19373,877.0,1
273,19397,911.0,1
274,19468,669.0,1
275,19503,865.0,1
276,19543,820.0,1
277,19544,994.0,1
278,19545,994.0,1
279,19591,799.0,1
280,19592,994.0,1
281,19613,914.0,1
282,19659,829.0,1
283,19710,744.0,1
284,19718,977.0,1
285,19719,999.0,1
286,19797,622.0,1
287,19798,994.0,1
288,19839,809.0,1
289,19871,863.0,1
290,19895,886.0,1
291,19907,958.0,1
292,19950,802.0,1
293,19978,877.0,1
294,20003,910.0,1
295,20033,855.0,1
296,20045,948.0,1
297,20059,936.0,1
298,20086,873.0,1
299,20099,937.0,1
300,20182,587.0,1
301,20209,868.0,1
302,20215,984.0,1
303,20217,998.0,1
304,20242,895.0,1
305,20243,994.0,1
306,20407,316.0,1
307,20408,994.0,1
308,20416,982.0,1
309,20468,768.0,1
310,20506,822.0,1
311,20507,994.0,1
312,20538,874.0,1
313,20559,904.0,1
314,20572,952.0,1
315,20602,895.0,1
316,20624,908.0,1
317,20630,989.0,1
318,20631,994.0,1
319,20679,787.0,1
320,20687,977.0,1
321,20713,879.0,1
322,20714,999.0,1
323,20748,821.0,1
324,20778,870.0,1
325,20779,994.0,1
326,20804,895.0,1
327,20823,931.0,1
328,20838,945.0,1
329,20849,964.0,1
330,20850,994.0,1
331,20866,929.0,1
332,20905,826.0,1
333,20926,899.0,1
334,20927,994.0,1
335,20949,893.0,1
336,20993,816.0,1
337,20994,994.0,1
338,20995,994.0,1
339,21019,911.0,1
340,21088,651.0,1
341,21089,994.0,1
342,21090,994.0,1
343,21091,994.0,1
344,21152,719.0,1
345,21153,994.0,1
346,21210,728.0,1
347,21230,900.0,1
348,21231,994.0,1
349,21274,817.0,1
350,21275,994.0,1
351,21308,867.0,1
352,21309,994.0,1
353,21310,994.0,1
354,21339,861.0,1
355,21357,937.0,1
356,21371,926.0,1
357,21390,931.0,1
358,21391,994.0,1
359,21392,994.0,1
360,21393,994.0,1
361,21400,968.0,1
362,21413,972.0,1
363,21414,994.0,1
364,21416,998.0,1
365,21417,994.0,1
366,21418,994.0,1
367,21562,426.0,1
368,21568,979.0,1
369,21593,870.0,1
370,21617,891.0,1
371,21629,953.0,1
372,21673,821.0,1
373,21700,853.0,1
374,21737,823.0,1
375,21752,935.0,1
376,22052,-455.0,1
377,22062,965.0,1
378,22090,872.0,1
379,22091,994.0,1
380,22092,994.0,1
381,22098,984.0,1
382,22099,999.0,1
383,22100,994.0,1
384,22101,999.0,1
385,22118,918.0,1
386,22127,976.0,1
387,22128,999.0,1
388,22129,994.0,1
389,22187,712.0,1
390,22188,994.0,1
391,22189,994.0,1
392,22206,928.0,1
393,22207,994.0,1
394,22208,999.0,1
395,22244,809.0,1
396,22245,994.0,1
397,22262,938.0,1
398,22263,994.0,1
399,22264,994.0,1
400,22292,862.0,1
401,22295,997.0,1
402,22314,921.0,1
403,22315,994.0,1
404,22461,299.0,1
405,22546,635.0,1
406,22552,979.0,1
407,22676,381.0,1
408,22755,601.0,1
409,22763,972.0,1
410,22764,994.0,1
411,22765,994.0,1
412,22790,895.0,1
413,22797,973.0,1
414,22804,973.0,1
415,22805,999.0,1
416,22809,991.0,1
417,22829,935.0,1
418,22880,789.0,1
419,22893,967.0,1
420,23122,-49.0,1
421,23168,804.0,1
422,23173,995.0,1
423,23204,854.0,1
424,23234,865.0,1
425,23236,998.0,1
426,23267,844.0,1
427,23306,826.0,1
428,23319,957.0,1
429,23320,994.0,1
430,23338,907.0,1
431,23348,950.0,1
432,23349,994.0,1
433,23368,926.0,1
434,23386,937.0,1
435,23395,976.0,1
436,23396,994.0,1
437,23424,877.0,1
438,23472,777.0,1
439,23473,994.0,1
440,23493,925.0,1
441,23505,958.0,1
442,23506,994.0,1
443,23562,734.0,1
444,23563,999.0,1
445,23571,982.0,1
446,23580,976.0,1
447,23622,793.0,1
448,23623,994.0,1
449,23624,999.0,1
450,23625,994.0,1
451,23648,907.0,1
452,23656,977.0,1
453,23657,994.0,1
454,23658,994.0,1
455,23672,946.0,1
456,23728,759.0,1
457,23768,840.0,1
458,23769,994.0,1
459,23811,813.0,1
460,23822,959.0,1
461,23834,968.0,1
462,23835,994.0,1
463,23836,999.0,1
464,23986,260.0,1
465,23987,994.0,1
466,24012,895.0,1
467,24013,994.0,1
468,24014,994.0,1
469,24015,994.0,1
470,24024,966.0,1
471,24025,994.0,1
472,24026,994.0,1
473,24027,994.0,1
474,24055,852.0,1
475,24069,951.0,1
476,24093,906.0,1
477,24101,977.0,1
478,24129,867.0,1
479,24178,766.0,1
480,24201,897.0,1
481,24202,994.0,1
482,24206,996.0,1
483,24207,994.0,1
484,24235,887.0,1
485,24236,999.0,1
486,24251,945.0,1
487,24252,994.0,1
488,24298,824.0,1
489,24326,872.0,1
490,24327,994.0,1
491,24350,907.0,1
492,24373,912.0,1
493,24374,994.0,1
494,24378,991.0,1
495,24402,891.0,1
496,24403,999.0,1
497,24427,881.0,1
498,24428,999.0,1
499,24456,887.0,1
500,24457,999.0,1
501,24470,942.0,1
502,24471,994.0,1
503,24472,999.0,1
504,24478,979.0,1
505,24479,994.0,1
506,24480,994.0,1
507,24486,974.0,1
508,24646,235.0,1
509,24647,994.0,1
510,24658,954.0,1
511,24667,976.0,1
512,24677,970.0,1
513,24678,994.0,1
514,24693,940.0,1
515,24711,937.0,1
516,24712,994.0,1
517,24778,694.0,1
518,24785,968.0,1
519,24786,994.0,1
520,24812,874.0,1
521,24823,959.0,1
522,24845,918.0,1
523,24846,994.0,1
524,24939,572.0,1
525,24959,900.0,1
526,24960,999.0,1
527,24987,868.0,1
528,25005,922.0,1
529,25006,994.0,1
530,25035,901.0,1
531,25041,979.0,1
532,25046,985.0,1
533,25047,994.0,1
534,25063,924.0,1
535,25071,972.0,1
536,25106,830.0,1
537,25107,999.0,1
538,25122,945.0,1
539,25123,994.0,1
540,25137,956.0,1
541,25138,994.0,1
542,25139,994.0,1
543,25140,999.0,1
544,25141,994.0,1
545,25155,951.0,1
546,25166,959.0,1
547,26380,-5454.0,1
548,26596,4.0,1
549,26605,966.0,1
550,26606,994.0,1
551,26627,924.0,1
552,26628,994.0,1
553,26629,999.0,1
554,26634,990.0,1
555,26635,999.0,1
556,26684,766.0,1
557,26692,977.0,1
558,26700,967.0,1
559,26701,994.0,1
560,26702,994.0,1
561,26728,929.0,1
562,26729,999.0,1
563,26730,994.0,1
564,26746,949.0,1
565,26750,986.0,1
566,26757,983.0,1
567,26770,947.0,1
568,26787,943.0,1
569,26801,951.0,1
570,26808,973.0,1
571,26831,892.0,1
572,26832,994.0,1
573,26877,765.0,1
574,26890,952.0,1
575,26917,888.0,1
576,26966,756.0,1
577,26971,980.0,1
578,26990,921.0,1
579,27027,833.0,1
580,27055,887.0,1
581,27056,999.0,1
582,27057,994.0,1
583,27058,994.0,1
584,27090,853.0,1
585,27122,873.0,1
586,27516,-1019.0,1
587,27561,785.0,1
588,27562,994.0,1
589,27610,767.0,1
590,27611,994.0,1
591,27620,961.0,1
592,27621,994.0,1
593,27622,994.0,1
594,27623,994.0,1
595,27639,929.0,1
596,27650,959.0,1
597,27930,-450.0,1
598,27931,999.0,1
599,27948,928.0,1
600,27949,994.0,1
601,27964,945.0,1
602,27973,971.0,1
603,27974,994.0,1
604,27975,999.0,1
605,27976,999.0,1
606,27994,957.0,1
607,27995,999.0,1
608,27996,999.0,1
609,27997,994.0,1
610,28007,955.0,1
611,28008,994.0,1
612,28088,655.0,1
613,28103,950.0,1
614,28108,985.0,1
615,28109,994.0,1
616,28123,931.0,1
617,28139,939.0,1
618,28144,990.0,1
619,28145,994.0,1
620,28164,926.0,1
621,28202,822.0,1
622,28210,972.0,1
623,28223,937.0,1
624,28224,994.0,1
625,28225,994.0,1
626,28243,907.0,1
627,28264,904.0,1
628,28274,960.0,1
629,28275,994.0,1
630,28276,994.0,1
631,28277,994.0,1
632,28278,994.0,1
633,28335,748.0,1
634,28357,903.0,1
635,28358,999.0,1
636,28376,922.0,1
637,28386,960.0,1
638,28387,994.0,1
639,28514,338.0,1
640,28528,941.0,1
641,28529,994.0,1
642,28530,999.0,1
643,28531,994.0,1
644,28576,800.0,1
645,28577,994.0,1
646,28578,994.0,1
647,28579,994.0,1
648,28582,992.0,1
649,28594,948.0,1
650,28595,994.0,1
651,28596,994.0,1
652,28604,982.0,1
653,28612,962.0,1
654,28613,994.0,1
655,28666,722.0,1
656,28695,876.0,1
657,28761,679.0,1
658,28773,953.0,1
659,28784,949.0,1
660,28785,994.0,1
661,28795,965.0,1
662,28854,731.0,1
663,28855,994.0,1
664,28866,954.0,1
665,28867,994.0,1
666,28868,999.0,1
667,28869,999.0,1
668,28890,924.0,1
669,28896,984.0,1
670,28897,994.0,1
671,28898,994.0,1
672,28904,979.0,1
673,28905,994.0,1
674,28906,994.0,1
675,28927,929.0,1
676,28928,994.0,1
677,28929,999.0,1
678,28963,851.0,1
679,28980,933.0,1
680,28981,994.0,1
681,28982,994.0,1
682,28983,994.0,1
683,28984,994.0,1
684,28985,994.0,1
685,28986,994.0,1
686,29031,785.0,1
687,29057,864.0,1
688,29058,994.0,1
689,29082,891.0,1
690,29092,950.0,1
691,29093,994.0,1
692,29136,802.0,1
693,29169,852.0,1
694,29170,994.0,1
695,29171,994.0,1
696,29172,994.0,1
697,29175,997.0,1
698,29196,904.0,1
699,29197,994.0,1
700,29224,873.0,1
701,29225,999.0,1
702,29239,941.0,1
703,29240,994.0,1
704,29241,994.0,1
705,29248,983.0,1
706,29257,981.0,1
707,29258,994.0,1
708,29259,994.0,1
709,29260,994.0,1
710,29261,999.0,1
711,29270,966.0,1
712,29271,994.0,1
713,29303,883.0,1
714,29319,954.0,1
715,29446,318.0,1
716,29452,979.0,1
717,29463,949.0,1
718,29464,999.0,1
719,29465,999.0,1
720,29480,925.0,1
721,29506,874.0,1
722,29507,994.0,1
723,29549,843.0,1
724,29556,978.0,1
725,29557,994.0,1
726,29595,847.0,1
727,29596,994.0,1
728,29618,898.0,1
729,29619,994.0,1
730,29620,994.0,1
731,29621,994.0,1
732,29622,994.0,1
733,29639,908.0,1
734,29640,994.0,1
735,29641,994.0,1
736,29642,994.0,1
737,29733,539.0,1
738,29796,717.0,1
739,29797,994.0,1
740,29798,994.0,1
741,29799,994.0,1
742,29814,930.0,1
743,29820,989.0,1
744,29821,999.0,1
745,29875,736.0,1
746,29894,931.0,1
747,29934,795.0,1
748,29942,972.0,1
749,29943,994.0,1
750,29944,994.0,1
751,29945,994.0,1
752,29946,994.0,1
753,29947,999.0,1
754,29948,994.0,1
755,29949,994.0,1
756,29950,994.0,1
757,29952,998.0,1
758,29988,844.0,1
759,29989,994.0,1
760,29990,994.0,1
761,30004,931.0,1
762,30005,994.0,1
763,30026,919.0,1
764,30027,994.0,1
765,30028,999.0,1
766,30032,991.0,1
767,30033,994.0,1
768,30074,799.0,1
769,30082,972.0,1
770,30083,994.0,1
771,30084,994.0,1
772,30096,963.0,1
773,30108,948.0,1
774,30109,994.0,1
775,30159,730.0,1
776,30160,994.0,1
777,30234,666.0,1
778,30235,994.0,1
779,30236,999.0,1
780,30237,994.0,1
781,30321,591.0,1
782,30333,948.0,1
783,30341,977.0,1
784,30342,994.0,1
785,30361,921.0,1
786,30367,979.0,1
787,30368,994.0,1
788,30415,778.0,1
789,30416,994.0,1
790,30420,991.0,1
791,30421,994.0,1
792,30429,982.0,1
793,30430,994.0,1
794,30431,994.0,1
795,30439,977.0,1
796,30473,836.0,1
797,30487,946.0,1
798,30488,994.0,1
799,30515,898.0,1
800,30531,934.0,1
801,30707,84.0,1
802,30708,999.0,1
803,30709,994.0,1
804,30775,654.0,1
805,30795,910.0,1
806,30796,994.0,1
807,30820,901.0,1
808,30833,947.0,1
809,30842,976.0,1
810,30846,986.0,1
811,30847,994.0,1
812,30875,872.0,1
813,30876,994.0,1
814,30877,994.0,1
815,30885,977.0,1
816,30897,953.0,1
817,30915,917.0,1
818,30916,994.0,1
819,30917,994.0,1
820,30918,994.0,1
821,30919,994.0,1
822,30920,994.0,1
823,30921,994.0,1
824,30927,984.0,1
825,30934,978.0,1
826,30935,994.0,1
827,30942,978.0,1
828,30964,933.0,1
829,30966,993.0,1
830,30967,994.0,1
831,30968,994.0,1
832,30975,973.0,1
833,30976,994.0,1
834,30977,999.0,1
835,30978,994.0,1
836,30979,994.0,1
837,30980,999.0,1
838,30981,994.0,1
839,30982,994.0,1
840,30986,996.0,1
841,30990,991.0,1
842,30991,994.0,1
843,30992,994.0,1
844,31030,812.0,1
845,31031,994.0,1
846,31032,999.0,1
847,31033,994.0,1
848,31065,883.0,1
849,31116,734.0,1
850,31117,994.0,1
851,31128,954.0,1
852,31131,992.0,1
853,31145,941.0,1
854,31146,994.0,1
855,31168,918.0,1
856,31184,919.0,1
857,31185,994.0,1
858,31186,994.0,1
859,31187,994.0,1
860,31260,627.0,1
861,31283,902.0,1
862,31284,994.0,1
863,31285,994.0,1
864,31286,994.0,1
865,31288,998.0,1
866,31289,994.0,1
867,31300,959.0,1
868,31309,981.0,1
869,31310,994.0,1
870,31329,931.0,1
871,31330,999.0,1
872,31362,863.0,1
873,31363,994.0,1
874,31364,994.0,1
875,31365,994.0,1
876,31366,994.0,1
877,31375,971.0,1
878,31546,99.0,1
879,31547,994.0,1
880,31548,994.0,1
881,31583,820.0,1
882,31584,994.0,1
883,31585,994.0,1
884,31586,994.0,1
885,31610,886.0,1
886,31621,954.0,1
887,31631,960.0,1
888,31632,994.0,1
889,31633,999.0,1
890,31634,994.0,1
891,31647,952.0,1
892,31648,994.0,1
893,31676,877.0,1
894,31677,994.0,1
895,31678,999.0,1
896,31685,983.0,1
897,31693,977.0,1
898,31715,918.0,1
899,31716,994.0,1
900,31717,994.0,1
901,31718,994.0,1
902,31745,893.0,1
903,31746,994.0,1
904,31770,886.0,1
905,31773,992.0,1
906,31774,999.0,1
907,31884,470.0,1
908,31885,999.0,1
909,31897,958.0,1
910,31909,948.0,1
911,31913,986.0,1
912,31914,994.0,1
913,31915,994.0,1
914,31916,994.0,1
915,31942,884.0,1
916,31943,994.0,1
917,31944,994.0,1
918,31945,994.0,1
919,31958,962.0,1
920,31993,840.0,1
921,31994,999.0,1
922,31995,999.0,1
923,31996,994.0,1
924,31997,999.0,1
925,31998,994.0,1
926,32043,775.0,1
927,32044,994.0,1
928,32045,999.0,1
929,32049,986.0,1
930,32050,994.0,1
931,32051,999.0,1
932,32058,973.0,1
933,32059,994.0,1
934,32060,994.0,1
935,32061,994.0,1
936,32078,928.0,1
937,32079,994.0,1
938,32130,784.0,1
939,32140,980.0,1
940,32141,994.0,1
941,32227,554.0,1
942,32263,849.0,1
943,32264,994.0,1
944,32265,999.0,1
945,32266,994.0,1
946,32275,961.0,1
947,32304,851.0,1
948,32329,860.0,1
949,32330,994.0,1
950,32331,994.0,1
951,32349,917.0,1
952,32364,945.0,1
953,32392,902.0,1
954,32401,966.0,1
955,32402,994.0,1
956,32492,545.0,1
957,32493,994.0,1
958,32507,946.0,1
959,32508,994.0,1
960,32509,994.0,1
961,32510,994.0,1
962,32511,999.0,1
963,32512,994.0,1
964,32513,994.0,1
965,32514,994.0,1
966,32515,994.0,1
967,32516,994.0,1
968,32517,994.0,1
969,32618,489.0,1
970,32619,994.0,1
971,32648,871.0,1
972,32649,994.0,1
973,32650,994.0,1
974,32651,994.0,1
975,32652,994.0,1
976,32668,939.0,1
977,32676,962.0,1
978,32709,847.0,1
979,32710,994.0,1
980,32711,994.0,1
981,32712,994.0,1
982,32713,994.0,1
983,32714,999.0,1
984,32719,985.0,1
985,32723,986.0,1
986,32724,994.0,1
987,32725,994.0,1
988,32733,967.0,1
989,32734,994.0,1
990,32760,889.0,1
991,32782,913.0,1
992,32783,994.0,1
993,32784,994.0,1
994,32826,798.0,1
995,32827,999.0,1
996,32834,973.0,1
997,32835,994.0,1
998,32836,994.0,1
999,32837,999.0,1
1000,32838,994.0,1
1001,32839,994.0,1
1002,32840,994.0,1
1003,32841,994.0,1
1004,32842,994.0,1
1005,32843,994.0,1
1006,32853,950.0,1
1007,32855,998.0,1
1008,32856,999.0,1
1009,32857,994.0,1
1010,32858,994.0,1
1011,32867,966.0,1
1012,32868,994.0,1
1013,32890,913.0,1
1014,32891,994.0,1
1015,32910,916.0,1
1016,32911,994.0,1
1017,32912,994.0,1
1018,32913,994.0,1
1019,32914,994.0,1
1020,32915,999.0,1
1021,32916,994.0,1
1022,32917,994.0,1
1023,32918,994.0,1
1024,32919,999.0,1
1025,32920,994.0,1
1026,32921,999.0,1
1027,32922,994.0,1
1028,32923,994.0,1
1029,32940,918.0,1
1030,32941,994.0,1
1031,32963,893.0,1
1032,32971,977.0,1
1033,32990,906.0,1
1034,32991,994.0,1
1035,32992,999.0,1
1036,32993,994.0,1
1037,33015,908.0,1
1038,33016,994.0,1
1039,33017,994.0,1
1040,33045,882.0,1
1041,33046,994.0,1
1042,33047,994.0,1
1043,33075,877.0,1
1044,33076,994.0,1
1045,33077,994.0,1
1046,33300,-158.0,1
1047,33316,949.0,1
1048,33317,999.0,1
1049,33318,994.0,1
1050,33319,999.0,1
1051,33603,-424.0,1
1052,33604,994.0,1
1053,33605,994.0,1
1054,33606,994.0,1
1055,33607,999.0,1
1056,33608,994.0,1
1057,33648,815.0,1
1058,33649,994.0,1
1059,33650,994.0,1
1060,33668,932.0,1
1061,33669,999.0,1
1062,33670,994.0,1
1063,33671,994.0,1
1064,33691,925.0,1
1065,33692,994.0,1
1066,33693,994.0,1
1067,33694,994.0,1
1068,33695,994.0,1
1069,33713,922.0,1
1070,33714,994.0,1
1071,33715,994.0,1
1072,33769,796.0,1
1073,33770,994.0,1
1074,33779,971.0,1
1075,33780,994.0,1
1076,33809,876.0,1
1077,33810,994.0,1
1078,33816,979.0,1
1079,33834,912.0,1
1080,33835,994.0,1
1081,33836,999.0,1
1082,33837,994.0,1
1083,33842,985.0,1
1084,33843,994.0,1
1085,33851,972.0,1
1086,33863,953.0,1
1087,33864,994.0,1
1088,33865,994.0,1
1089,33866,994.0,1
1090,33887,909.0,1
1091,33888,994.0,1
1092,33902,936.0,1
1093,33903,994.0,1
1094,33904,994.0,1
1095,33910,979.0,1
1096,33925,940.0,1
1097,33926,994.0,1
1098,34104,47.0,1
1099,34235,319.0,1
1100,34239,986.0,1
1101,34240,994.0,1
1102,34263,907.0,1
1103,34282,916.0,1
1104,34283,994.0,1
1105,34284,994.0,1
1106,34285,999.0,1
1107,34286,994.0,1
1108,34287,994.0,1
1109,34288,994.0,1
1110,34289,994.0,1
1111,34359,625.0,1
1112,34360,994.0,1
1113,34368,977.0,1
1114,34369,999.0,1
1115,34370,994.0,1
1116,34413,822.0,1
1117,34414,994.0,1
1118,34415,994.0,1
1119,34439,911.0,1
1120,34440,994.0,1
1121,34441,994.0,1
1122,34442,999.0,1
1123,34456,941.0,1
1124,34457,994.0,1
1125,34458,994.0,1
1126,34459,994.0,1
1127,34460,994.0,1
1128,34461,994.0,1
1129,34462,994.0,1
1130,34482,910.0,1
1131,34485,997.0,1
1132,34486,994.0,1
1133,34487,994.0,1
1134,34488,994.0,1
1135,34492,991.0,1
1136,34523,844.0,1
1137,34524,994.0,1
1138,34525,994.0,1
1139,34539,936.0,1
1140,34540,999.0,1
1141,34541,994.0,1
1142,34558,933.0,1
1143,34559,994.0,1
1144,34560,994.0,1
1145,34570,970.0,1
1146,34571,994.0,1
1147,34572,994.0,1
1148,34573,994.0,1
1149,34580,973.0,1
1150,34584,986.0,1
1151,34585,994.0,1
1152,34606,924.0,1
1153,34607,994.0,1
1154,34626,911.0,1
1155,34627,994.0,1
1156,34628,994.0,1
1157,34629,994.0,1
1158,34670,824.0,1
1159,34671,994.0,1
1160,34712,794.0,1
1161,34713,994.0,1
1162,34714,999.0,1
1163,34715,994.0,1
1164,34737,893.0,1
1165,34738,994.0,1
1166,34747,966.0,1
1167,34748,994.0,1
1168,34749,994.0,1
1169,34750,994.0,1
1170,34759,971.0,1
1171,34760,994.0,1
1172,34761,994.0,1
1173,34766,995.0,1
1174,34768,998.0,1
1175,34769,994.0,1
1176,34770,999.0,1
1177,34771,994.0,1
1178,34772,994.0,1
1179,34797,890.0,1
1180,34798,994.0,1
1181,34799,999.0,1
1182,34800,994.0,1
1183,34801,999.0,1
1184,34812,954.0,1
1185,34813,994.0,1
1186,34814,994.0,1
1187,34815,994.0,1
1188,34816,994.0,1
1189,34817,994.0,1
1190,34818,994.0,1
1191,34819,994.0,1
1192,34820,994.0,1
1193,34835,930.0,1
1194,34836,999.0,1
1195,34837,994.0,1
1196,34838,999.0,1
1197,34839,994.0,1
1198,34875,809.0,1
1199,34876,999.0,1
1200,34877,999.0,1
1201,34878,994.0,1
1202,34879,994.0,1
1203,34880,994.0,1
1204,34881,994.0,1
1205,34882,994.0,1
1206,34883,999.0,1
1207,34884,994.0,1
1208,34885,994.0,1
1209,34906,924.0,1
1210,34907,994.0,1
1211,34940,847.0,1
1212,34941,994.0,1
1213,34942,994.0,1
1214,34946,991.0,1
1215,34973,888.0,1
1216,35014,839.0,1
1217,35015,994.0,1
1218,35016,994.0,1
1219,35017,994.0,1
1220,35026,976.0,1
1221,35027,994.0,1
1222,35053,879.0,1
1223,35054,994.0,1
1224,35055,994.0,1
1225,35059,996.0,1
1226,35060,994.0,1
1227,35061,994.0,1
1228,35062,994.0,1
1229,35063,994.0,1
1230,35064,994.0,1
1231,35065,994.0,1
1232,35066,994.0,1
1233,35067,999.0,1
1234,35068,994.0,1
1235,35069,994.0,1
1236,35070,994.0,1
1237,35071,994.0,1
1238,35072,994.0,1
1239,35073,994.0,1
1240,35074,994.0,1
1241,35075,994.0,1
1242,35076,994.0,1
1243,35077,994.0,1
