episode,timesteps,reward,red_car_escaped
221,17185,763.0,1
222,17282,543.0,1
223,17311,856.0,1
224,17312,994.0,1
225,17377,655.0,1
226,17403,884.0,1
227,17459,774.0,1
228,17507,782.0,1
229,17520,952.0,1
230,17561,829.0,1
231,17564,992.0,1
232,17582,942.0,1
233,17591,966.0,1
234,17624,887.0,1
235,17669,785.0,1
236,17715,789.0,1
237,17728,942.0,1
238,17734,984.0,1
239,17748,941.0,1
240,17749,994.0,1
241,17786,873.0,1
242,17794,962.0,1
243,17824,870.0,1
244,17834,960.0,1
245,17835,994.0,1
246,17849,966.0,1
247,17850,999.0,1
248,17866,929.0,1
249,17875,976.0,1
250,17909,856.0,1
251,17954,820.0,1
252,18014,700.0,1
253,18038,876.0,1
254,18039,994.0,1
255,18053,941.0,1
256,18092,846.0,1
257,18159,693.0,1
258,18214,735.0,1
259,18228,951.0,1
260,18229,994.0,1
261,18294,680.0,1
262,18311,938.0,1
263,18319,977.0,1
264,18352,872.0,1
265,18354,998.0,1
266,18355,999.0,1
267,18461,479.0,1
268,18511,785.0,1
269,18563,743.0,1
270,18564,994.0,1
271,18565,999.0,1
272,18631,704.0,1
273,18645,936.0,1
274,18651,974.0,1
275,18652,999.0,1
276,18710,747.0,1
277,18738,922.0,1
278,18739,994.0,1
279,18769,875.0,1
280,18770,999.0,1
281,18771,994.0,1
282,18772,994.0,1
283,18817,790.0,1
284,18854,848.0,1
285,18936,603.0,1
286,18980,781.0,1
287,19101,394.0,1
288,19137,839.0,1
289,19138,994.0,1
290,19183,805.0,1
291,19184,994.0,1
292,19212,862.0,1
293,19213,994.0,1
294,19246,862.0,1
295,19286,835.0,1
296,19299,942.0,1
297,19362,692.0,1
298,19411,756.0,1
299,19498,628.0,1
300,19499,994.0,1
301,19500,994.0,1
302,19518,927.0,1
303,19552,886.0,1
304,19612,770.0,1
305,19624,953.0,1
306,19641,943.0,1
307,19642,994.0,1
308,19672,875.0,1
309,19730,752.0,1
310,19815,560.0,1
311,19816,994.0,1
312,19865,756.0,1
313,19866,994.0,1
314,19869,997.0,1
315,19870,994.0,1
316,19876,984.0,1
317,19895,906.0,1
318,19932,813.0,1
319,19933,994.0,1
320,19944,959.0,1
321,20010,704.0,1
322,20011,999.0,1
323,20024,942.0,1
324,20053,876.0,1
325,20073,910.0,1
326,20074,994.0,1
327,20116,833.0,1
328,20265,331.0,1
329,20300,865.0,1
330,20503,-63.0,1
331,20504,994.0,1
332,20539,895.0,1
333,20703,201.0,1
334,20704,994.0,1
335,20705,994.0,1
336,20706,994.0,1
337,20707,999.0,1
338,20740,852.0,1
339,20769,871.0,1
340,20770,994.0,1
341,20797,893.0,1
342,20823,884.0,1
343,20829,979.0,1
344,20830,999.0,1
345,20831,994.0,1
346,20847,939.0,1
347,20874,873.0,1
348,20892,917.0,1
349,20893,994.0,1
350,20929,834.0,1
351,20954,880.0,1
352,20996,818.0,1
353,21029,867.0,1
354,21039,965.0,1
355,21090,779.0,1
356,21091,994.0,1
357,21092,994.0,1
358,21098,984.0,1
359,21099,994.0,1
360,21144,780.0,1
361,21208,661.0,1
362,21209,994.0,1
363,21216,968.0,1
364,21277,694.0,1
365,21278,999.0,1
366,21279,994.0,1
367,21294,940.0,1
368,21306,948.0,1
369,21323,943.0,1
370,21324,994.0,1
371,21355,854.0,1
372,21384,841.0,1
373,21446,718.0,1
374,21447,994.0,1
375,21448,999.0,1
376,21478,860.0,1
377,21493,930.0,1
378,21513,905.0,1
379,21545,863.0,1
380,21594,736.0,1
381,21608,941.0,1
382,21633,900.0,1
383,21647,956.0,1
384,21648,999.0,1
385,21743,535.0,1
386,21753,960.0,1
387,21765,948.0,1
388,21766,994.0,1
389,21786,935.0,1
390,21853,663.0,1
391,21903,760.0,1
392,21914,969.0,1
393,21915,994.0,1
394,21917,998.0,1
395,21925,972.0,1
396,21926,994.0,1
397,21947,909.0,1
398,21967,910.0,1
399,22029,708.0,1
400,22035,979.0,1
401,22067,853.0,1
402,22068,994.0,1
403,22101,847.0,1
404,22143,793.0,1
405,22326,207.0,1
406,22479,237.0,1
407,22480,994.0,1
408,22481,994.0,1
409,22482,994.0,1
410,22483,994.0,1
411,22484,994.0,1
412,22524,800.0,1
413,22535,949.0,1
414,22536,994.0,1
415,22561,895.0,1
416,22579,927.0,1
417,22583,991.0,1
418,22615,858.0,1
419,22633,927.0,1
420,22634,994.0,1
421,22635,994.0,1
422,22644,961.0,1
423,22684,835.0,1
424,22718,841.0,1
425,22719,994.0,1
426,22720,999.0,1
427,22721,994.0,1
428,22741,910.0,1
429,22742,994.0,1
430,22777,845.0,1
431,22797,900.0,1
432,22803,979.0,1
433,22804,994.0,1
434,22815,949.0,1
435,22830,935.0,1
436,22831,999.0,1
437,22845,941.0,1
438,22870,895.0,1
439,22878,967.0,1
440,22904,859.0,1
441,22907,992.0,1
442,22908,994.0,1
443,22930,883.0,1
444,22931,994.0,1
445,22948,938.0,1
446,22991,832.0,1
447,23009,937.0,1
448,23010,994.0,1
449,23109,566.0,1
450,23142,847.0,1
451,23175,832.0,1
452,23176,994.0,1
453,23177,999.0,1
454,23201,896.0,1
455,23205,991.0,1
456,23214,956.0,1
457,23236,888.0,1
458,23299,702.0,1
459,23333,851.0,1
460,23334,994.0,1
461,23363,861.0,1
462,23364,994.0,1
463,23411,793.0,1
464,23412,994.0,1
465,23413,994.0,1
466,23414,994.0,1
467,23428,951.0,1
468,23429,994.0,1
469,23446,928.0,1
470,23447,994.0,1
471,23448,994.0,1
472,23450,998.0,1
473,23496,769.0,1
474,23497,994.0,1
475,23498,994.0,1
476,23527,891.0,1
477,23571,796.0,1
478,23572,994.0,1
479,23584,953.0,1
480,23725,344.0,1
481,23743,922.0,1
482,23749,989.0,1
483,23750,994.0,1
484,23778,847.0,1
485,23779,994.0,1
486,23805,884.0,1
487,23822,948.0,1
488,23823,999.0,1
489,23902,586.0,1
490,23903,999.0,1
491,23904,994.0,1
492,23905,994.0,1
493,23906,994.0,1
494,23907,994.0,1
495,23908,999.0,1
496,23914,979.0,1
497,23915,994.0,1
498,23938,907.0,1
499,23939,994.0,1
500,23940,994.0,1
501,23941,994.0,1
502,23983,788.0,1
503,23984,994.0,1
504,23985,994.0,1
505,23986,994.0,1
506,24012,904.0,1
507,24013,994.0,1
508,24014,999.0,1
509,24015,994.0,1
510,24041,909.0,1
511,24042,994.0,1
512,24043,994.0,1
513,24044,994.0,1
514,24052,967.0,1
515,24053,994.0,1
516,24068,940.0,1
517,24205,308.0,1
518,24206,999.0,1
519,24227,914.0,1
520,24249,903.0,1
521,24250,994.0,1
522,24332,543.0,1
523,24333,994.0,1
524,24343,955.0,1
525,24448,505.0,1
526,24449,994.0,1
527,24450,999.0,1
528,24451,994.0,1
529,24452,994.0,1
530,24453,994.0,1
531,24491,832.0,1
532,24509,907.0,1
533,24547,822.0,1
534,24548,994.0,1
535,24571,892.0,1
536,24601,890.0,1
537,24613,948.0,1
538,24652,811.0,1
539,24653,994.0,1
540,24654,994.0,1
541,24682,867.0,1
542,24683,994.0,1
543,24684,994.0,1
544,24697,947.0,1
545,24698,994.0,1
546,24699,994.0,1
547,24782,632.0,1
548,24783,994.0,1
549,24792,966.0,1
550,24793,994.0,1
551,24794,994.0,1
552,24881,603.0,1
553,24882,994.0,1
554,24883,999.0,1
555,24884,994.0,1
556,24891,978.0,1
557,24912,909.0,1
558,24934,893.0,1
559,24990,754.0,1
560,24991,994.0,1
561,24994,992.0,1
562,24995,994.0,1
563,24996,994.0,1
564,25035,816.0,1
565,25036,994.0,1
566,25068,873.0,1
567,25082,941.0,1
568,25242,210.0,1
569,25255,947.0,1
570,25263,972.0,1
571,25264,999.0,1
572,25274,970.0,1
573,25278,991.0,1
574,25333,720.0,1
575,25334,994.0,1
576,25344,955.0,1
577,25345,994.0,1
578,25354,966.0,1
579,25355,994.0,1
580,25356,994.0,1
581,25357,994.0,1
582,25373,934.0,1
583,25374,994.0,1
584,25375,994.0,1
585,25376,999.0,1
586,25377,994.0,1
587,25390,937.0,1
588,25391,994.0,1
589,25431,800.0,1
590,25491,690.0,1
591,25511,915.0,1
592,25558,773.0,1
593,25559,994.0,1
594,25560,999.0,1
595,25561,994.0,1
596,25571,950.0,1
597,25669,497.0,1
598,25670,994.0,1
599,25747,673.0,1
600,25748,994.0,1
601,25764,934.0,1
602,25774,950.0,1
603,25775,994.0,1
604,25797,908.0,1
605,25798,994.0,1
606,25817,911.0,1
607,25839,898.0,1
608,25913,646.0,1
609,25953,795.0,1
610,25954,999.0,1
611,25967,942.0,1
612,26006,811.0,1
613,26007,999.0,1
614,26026,911.0,1
615,26027,999.0,1
616,26028,994.0,1
617,26029,994.0,1
618,26030,994.0,1
619,26092,708.0,1
620,26094,998.0,1
621,26095,994.0,1
622,26127,853.0,1
623,26128,999.0,1
624,26129,994.0,1
625,26148,921.0,1
626,26149,994.0,1
627,26150,994.0,1
628,26162,958.0,1
629,26163,994.0,1
630,26331,92.0,1
631,26336,985.0,1
632,26375,801.0,1
633,26390,940.0,1
634,26391,994.0,1
635,26392,994.0,1
636,26393,994.0,1
637,26410,943.0,1
638,26411,994.0,1
639,26412,994.0,1
640,26439,883.0,1
641,26444,990.0,1
642,26445,994.0,1
643,26452,978.0,1
644,26453,994.0,1
645,26471,932.0,1
646,26472,994.0,1
647,26502,875.0,1
648,26503,999.0,1
649,26514,959.0,1
650,26526,948.0,1
651,26540,936.0,1
652,26569,846.0,1
653,26580,959.0,1
654,26581,994.0,1
655,26582,994.0,1
656,26583,994.0,1
657,26590,988.0,1
658,26712,413.0,1
659,26730,917.0,1
660,26731,994.0,1
661,26751,915.0,1
662,26752,994.0,1
663,26753,994.0,1
664,26768,935.0,1
665,26769,994.0,1
666,26770,994.0,1
667,26771,994.0,1
668,26772,994.0,1
669,26788,929.0,1
670,26803,955.0,1
671,26804,994.0,1
672,26805,994.0,1
673,26852,778.0,1
674,26853,994.0,1
675,26884,869.0,1
676,26890,979.0,1
677,26903,967.0,1
678,26904,994.0,1
679,26911,973.0,1
680,26928,918.0,1
681,26929,994.0,1
682,26930,994.0,1
683,26945,935.0,1
684,26946,999.0,1
685,26947,994.0,1
686,26955,967.0,1
687,26962,973.0,1
688,26963,994.0,1
689,26973,965.0,1
690,26974,994.0,1
691,26975,994.0,1
692,26996,909.0,1
693,27027,899.0,1
694,27064,818.0,1
695,27085,924.0,1
696,27086,994.0,1
697,27087,994.0,1
698,27088,994.0,1
699,27099,949.0,1
700,27121,908.0,1
701,27122,994.0,1
702,27123,994.0,1
703,27130,978.0,1
704,27154,911.0,1
705,27168,941.0,1
706,27169,994.0,1
707,27174,990.0,1
708,27230,749.0,1
709,27231,994.0,1
710,27232,994.0,1
711,27256,911.0,1
712,27257,994.0,1
713,27258,994.0,1
714,27271,962.0,1
715,27285,936.0,1
716,27299,951.0,1
717,27318,921.0,1
718,27336,932.0,1
719,27348,948.0,1
720,27349,994.0,1
721,27350,999.0,1
722,27358,967.0,1
723,27366,972.0,1
724,27367,994.0,1
725,27383,934.0,1
726,27384,994.0,1
727,27390,989.0,1
728,27398,982.0,1
729,27399,994.0,1
730,27420,914.0,1
731,27448,882.0,1
732,27449,994.0,1
733,27461,948.0,1
734,27471,965.0,1
735,27472,999.0,1
736,27484,953.0,1
737,27485,994.0,1
738,27491,989.0,1
739,27521,880.0,1
740,27522,994.0,1
741,27538,934.0,1
742,27539,994.0,1
743,27552,947.0,1
744,27557,985.0,1
745,27558,994.0,1
746,27559,994.0,1
747,27569,960.0,1
748,27573,996.0,1
749,27585,958.0,1
750,27648,687.0,1
751,27672,876.0,1
752,27673,994.0,1
753,27674,994.0,1
754,27675,994.0,1
755,27676,999.0,1
756,27677,994.0,1
757,27693,934.0,1
758,27703,965.0,1
759,27713,965.0,1
760,27824,459.0,1
761,27825,994.0,1
762,27841,934.0,1
763,27883,793.0,1
764,27884,994.0,1
765,27891,983.0,1
766,27911,890.0,1
767,27925,951.0,1
768,27931,974.0,1
769,27932,994.0,1
770,28006,591.0,1
771,28041,825.0,1
772,28042,994.0,1
773,28097,715.0,1
774,28098,994.0,1
775,28145,773.0,1
776,28146,994.0,1
777,28147,999.0,1
778,28148,994.0,1
779,28159,949.0,1
780,28160,994.0,1
781,28161,994.0,1
782,28162,994.0,1
783,28163,999.0,1
784,28164,994.0,1
785,28165,994.0,1
786,28172,973.0,1
787,28173,994.0,1
788,28174,994.0,1
789,28175,994.0,1
790,28186,969.0,1
791,28187,994.0,1
792,28188,994.0,1
793,28205,928.0,1
794,28206,994.0,1
795,28216,955.0,1
796,28217,994.0,1
797,28218,994.0,1
798,28219,994.0,1
799,28240,919.0,1
800,28241,994.0,1
801,28242,994.0,1
802,28246,996.0,1
803,28290,796.0,1
804,28317,873.0,1
805,28323,984.0,1
806,28342,916.0,1
807,28343,999.0,1
808,28357,946.0,1
809,28359,998.0,1
810,28360,999.0,1
811,28361,994.0,1
812,28362,994.0,1
813,28363,994.0,1
814,28370,973.0,1
815,28407,848.0,1
816,28413,984.0,1
817,28417,996.0,1
818,28418,999.0,1
819,28450,843.0,1
820,28451,994.0,1
821,28507,729.0,1
822,28508,994.0,1
823,28536,902.0,1
824,28537,999.0,1
825,28538,994.0,1
826,28560,903.0,1
827,28561,994.0,1
828,28562,999.0,1
829,28593,874.0,1
830,28606,952.0,1
831,28607,994.0,1
832,28608,994.0,1
833,28609,994.0,1
834,28633,891.0,1
835,28661,892.0,1
836,28669,982.0,1
837,28700,844.0,1
838,28701,994.0,1
839,28724,882.0,1
840,28783,771.0,1
841,28874,584.0,1
842,28875,994.0,1
843,28876,994.0,1
844,28877,994.0,1
845,28888,959.0,1
846,28898,970.0,1
847,28899,994.0,1
848,28900,994.0,1
849,28910,960.0,1
850,28977,698.0,1
851,28978,994.0,1
852,28979,994.0,1
853,28984,995.0,1
854,28985,994.0,1
855,28986,994.0,1
856,28987,994.0,1
857,28988,994.0,1
858,28989,994.0,1
859,29011,908.0,1
860,29012,994.0,1
861,29013,999.0,1
862,29014,994.0,1
863,29015,994.0,1
864,29038,887.0,1
865,29039,994.0,1
866,29049,970.0,1
867,29050,994.0,1
868,29066,929.0,1
869,29067,994.0,1
870,29071,991.0,1
871,29090,911.0,1
872,29091,994.0,1
873,29092,994.0,1
874,29093,994.0,1
875,29116,902.0,1
876,29117,994.0,1
877,29118,999.0,1
878,29156,807.0,1
879,29157,994.0,1
880,29158,999.0,1
881,29175,928.0,1
882,29176,994.0,1
883,29202,899.0,1
884,29203,994.0,1
885,29214,969.0,1
886,29215,994.0,1
887,29254,821.0,1
888,29255,994.0,1
889,29261,974.0,1
890,29262,994.0,1
891,29284,918.0,1
892,29303,921.0,1
893,29314,954.0,1
894,29315,994.0,1
895,29327,958.0,1
896,29328,994.0,1
897,29329,999.0,1
898,29330,994.0,1
899,29331,994.0,1
900,29332,994.0,1
901,29333,994.0,1
902,29334,994.0,1
903,29351,933.0,1
904,29375,911.0,1
905,29396,894.0,1
906,29397,994.0,1
907,29398,994.0,1
908,29426,882.0,1
909,29434,967.0,1
910,29435,994.0,1
911,29436,994.0,1
912,29437,994.0,1
913,29461,886.0,1
914,29462,994.0,1
915,29463,994.0,1
916,29464,994.0,1
917,29465,994.0,1
918,29466,994.0,1
919,29467,994.0,1
920,29468,999.0,1
921,29469,994.0,1
922,29470,994.0,1
923,29478,967.0,1
924,29479,994.0,1
925,29480,999.0,1
926,29481,994.0,1
927,29492,959.0,1
928,29493,994.0,1
929,29507,941.0,1
930,29508,994.0,1
931,29528,915.0,1
932,29529,994.0,1
933,29540,954.0,1
934,29541,994.0,1
935,29555,946.0,1
936,29559,986.0,1
937,29566,978.0,1
938,29573,978.0,1
939,29574,994.0,1
940,29575,999.0,1
941,29596,894.0,1
942,29597,994.0,1
943,29611,936.0,1
944,29612,999.0,1
945,29613,994.0,1
946,29614,994.0,1
947,29615,994.0,1
948,29616,999.0,1
949,29641,875.0,1
950,29642,994.0,1
951,29656,931.0,1
952,29657,994.0,1
953,29675,917.0,1
954,29693,917.0,1
955,29705,963.0,1
956,29706,994.0,1
957,29724,932.0,1
958,29731,978.0,1
959,29745,961.0,1
960,29765,930.0,1
961,29767,998.0,1
962,29786,931.0,1
963,29787,994.0,1
964,29791,991.0,1
965,29792,994.0,1
966,29804,953.0,1
967,29815,949.0,1
968,29816,994.0,1
969,29973,238.0,1
970,29993,915.0,1
971,30445,-1387.0,1
972,30446,994.0,1
973,30447,994.0,1
974,30448,994.0,1
975,30449,994.0,1
976,30450,994.0,1
977,30451,994.0,1
978,30452,994.0,1
979,30486,871.0,1
980,30503,938.0,1
981,30504,994.0,1
982,30528,901.0,1
983,30529,994.0,1
984,30530,994.0,1
985,30548,927.0,1
986,30559,949.0,1
987,30574,940.0,1
988,30586,963.0,1
989,30587,994.0,1
990,30614,878.0,1
991,30646,843.0,1
992,30647,994.0,1
993,30689,798.0,1
994,30690,994.0,1
995,30691,994.0,1
996,30773,638.0,1
997,30783,960.0,1
998,30784,994.0,1
999,30785,994.0,1
1000,30786,994.0,1
1001,30794,962.0,1
1002,30795,994.0,1
1003,30796,994.0,1
1004,30797,994.0,1
1005,30798,994.0,1
1006,30799,994.0,1
1007,30800,994.0,1
1008,30801,994.0,1
1009,30802,994.0,1
1010,30812,960.0,1
1011,30820,972.0,1
1012,30821,994.0,1
1013,30872,744.0,1
1014,30873,994.0,1
1015,30874,994.0,1
1016,30875,999.0,1
1017,30905,860.0,1
1018,30934,861.0,1
1019,30935,994.0,1
1020,30936,994.0,1
1021,30937,994.0,1
1022,30940,992.0,1
1023,30957,918.0,1
1024,30958,994.0,1
1025,30959,994.0,1
1026,30998,786.0,1
1027,31016,922.0,1
1028,31017,994.0,1
1029,31018,994.0,1
1030,31019,994.0,1
1031,31020,999.0,1
1032,31021,994.0,1
1033,31022,994.0,1
1034,31023,994.0,1
1035,31024,994.0,1
1036,31025,994.0,1
1037,31026,994.0,1
1038,31055,876.0,1
1039,31056,994.0,1
1040,31071,945.0,1
1041,31084,957.0,1
1042,31085,994.0,1
1043,31086,994.0,1
1044,31087,994.0,1
1045,31088,994.0,1
1046,31089,994.0,1
1047,31092,997.0,1
1048,31093,994.0,1
1049,31094,994.0,1
1050,31095,994.0,1
1051,31151,714.0,1
1052,31152,994.0,1
1053,31402,-335.0,1
1054,31413,959.0,1
1055,31414,994.0,1
1056,31415,994.0,1
1057,31416,994.0,1
1058,31417,994.0,1
1059,31418,994.0,1
1060,31422,986.0,1
1061,31423,994.0,1
1062,31424,999.0,1
1063,31465,829.0,1
1064,31472,968.0,1
1065,31493,894.0,1
1066,31494,994.0,1
1067,31495,994.0,1
1068,31496,994.0,1
1069,31497,994.0,1
1070,31562,715.0,1
1071,31563,994.0,1
1072,31564,994.0,1
1073,31565,994.0,1
1074,31566,994.0,1
1075,31567,999.0,1
1076,31568,994.0,1
1077,31569,994.0,1
1078,31570,994.0,1
1079,31590,905.0,1
1080,31597,978.0,1
1081,31611,946.0,1
1082,31641,870.0,1
1083,31642,994.0,1
1084,31643,994.0,1
1085,31644,994.0,1
1086,31661,938.0,1
1087,31662,994.0,1
1088,31672,965.0,1
1089,31673,994.0,1
1090,31674,994.0,1
1091,31675,994.0,1
1092,31692,933.0,1
1093,31703,959.0,1
1094,31713,955.0,1
1095,31728,925.0,1
1096,31729,994.0,1
1097,31759,870.0,1
1098,31760,999.0,1
1099,31764,991.0,1
1100,31777,942.0,1
1101,31791,951.0,1
1102,31801,970.0,1
1103,31802,994.0,1
1104,31814,948.0,1
1105,31815,994.0,1
1106,32047,-177.0,1
1107,32048,994.0,1
1108,32049,994.0,1
1109,32054,990.0,1
1110,32055,994.0,1
1111,32056,994.0,1
1112,32068,953.0,1
1113,32115,773.0,1
1114,32119,991.0,1
1115,32123,991.0,1
1116,32124,999.0,1
1117,32125,994.0,1
1118,32126,994.0,1
1119,32136,965.0,1
1120,32137,994.0,1
1121,32138,994.0,1
1122,32139,994.0,1
1123,32143,996.0,1
1124,32144,994.0,1
1125,32170,889.0,1
1126,32171,994.0,1
1127,32172,994.0,1
1128,32173,994.0,1
1129,32174,994.0,1
1130,32175,994.0,1
1131,32176,994.0,1
1132,32188,953.0,1
1133,32203,950.0,1
1134,32209,984.0,1
1135,32210,994.0,1
1136,32211,999.0,1
1137,32212,994.0,1
1138,32213,994.0,1
1139,32214,999.0,1
1140,32253,826.0,1
1141,32254,994.0,1
1142,32372,382.0,1
1143,32403,869.0,1
1144,32404,994.0,1
1145,32422,922.0,1
1146,32423,999.0,1
1147,32457,876.0,1
1148,32466,981.0,1
1149,32486,915.0,1
1150,32495,976.0,1
1151,32496,999.0,1
1152,32497,994.0,1
1153,32498,994.0,1
1154,32499,994.0,1
1155,32501,998.0,1
1156,32502,999.0,1
1157,32503,994.0,1
1158,32504,994.0,1
1159,32520,934.0,1
1160,32554,851.0,1
1161,32555,994.0,1
1162,32567,948.0,1
1163,32581,936.0,1
1164,32603,918.0,1
1165,32604,994.0,1
1166,32636,833.0,1
1167,32637,999.0,1
1168,32657,920.0,1
1169,32658,994.0,1
1170,32659,999.0,1
1171,32660,994.0,1
1172,32661,999.0,1
1173,32662,994.0,1
1174,32663,994.0,1
1175,32664,994.0,1
1176,32665,994.0,1
1177,32697,858.0,1
1178,32698,994.0,1
1179,32701,992.0,1
1180,32707,984.0,1
1181,32708,994.0,1
1182,32709,994.0,1
1183,32710,994.0,1
1184,32711,994.0,1
1185,32712,994.0,1
1186,32713,994.0,1
1187,32714,994.0,1
1188,32715,999.0,1
1189,32716,994.0,1
1190,32717,999.0,1
1191,32718,994.0,1
1192,32738,925.0,1
1193,32739,994.0,1
1194,32740,994.0,1
1195,32741,994.0,1
1196,32750,966.0,1
1197,32751,994.0,1
1198,32759,972.0,1
1199,32760,994.0,1
1200,32761,994.0,1
1201,32764,992.0,1
1202,32765,994.0,1
1203,32766,994.0,1
1204,32767,994.0,1
1205,32780,947.0,1
1206,32781,994.0,1
1207,32796,945.0,1
1208,32797,994.0,1
1209,32798,999.0,1
1210,32799,994.0,1
1211,32800,994.0,1
1212,32801,994.0,1
1213,32802,994.0,1
1214,32803,994.0,1
1215,32822,921.0,1
1216,32823,994.0,1
1217,32824,994.0,1
1218,32825,994.0,1
1219,32837,938.0,1
1220,32852,940.0,1
1221,32857,985.0,1
1222,32858,994.0,1
1223,32859,994.0,1
1224,32863,991.0,1
1225,32864,994.0,1
1226,32865,994.0,1
1227,32909,796.0,1
1228,32910,999.0,1
1229,32911,999.0,1
1230,32912,999.0,1
1231,32913,994.0,1
1232,32914,999.0,1
1233,32915,994.0,1
1234,32935,900.0,1
1235,32936,999.0,1
1236,32937,999.0,1
1237,32938,994.0,1
1238,32964,899.0,1
1239,32980,924.0,1
1240,32991,959.0,1
1241,32992,994.0,1
1242,32993,994.0,1
1243,32994,994.0,1
