episode,timesteps,reward,red_car_escaped
381,21322,994.0,1
382,21390,677.0,1
383,21418,912.0,1
384,21432,941.0,1
385,21435,997.0,1
386,21436,994.0,1
387,21437,994.0,1
388,21438,994.0,1
389,21456,932.0,1
390,21483,908.0,1
391,21484,999.0,1
392,21500,924.0,1
393,21516,944.0,1
394,21517,994.0,1
395,21523,984.0,1
396,21556,847.0,1
397,21566,955.0,1
398,21586,905.0,1
399,21616,870.0,1
400,21632,934.0,1
401,21655,902.0,1
402,21662,973.0,1
403,21664,998.0,1
404,21680,954.0,1
405,21681,994.0,1
406,21688,978.0,1
407,21689,994.0,1
408,21727,812.0,1
409,21756,861.0,1
410,21764,962.0,1
411,21780,944.0,1
412,21781,994.0,1
413,21794,947.0,1
414,21801,978.0,1
415,21805,991.0,1
416,21823,912.0,1
417,21824,994.0,1
418,21849,895.0,1
419,21870,914.0,1
420,21886,944.0,1
421,21930,781.0,1
422,21969,851.0,1
423,21978,971.0,1
424,22013,820.0,1
425,22036,892.0,1
426,22037,994.0,1
427,22052,950.0,1
428,22073,939.0,1
429,22101,847.0,1
430,22116,940.0,1
431,22146,870.0,1
432,22171,890.0,1
433,22216,795.0,1
434,22217,994.0,1
435,22218,994.0,1
436,22447,-114.0,1
437,22448,994.0,1
438,22462,956.0,1
439,22463,994.0,1
440,22464,994.0,1
441,22507,807.0,1
442,22550,782.0,1
443,22589,841.0,1
444,22590,999.0,1
445,22591,994.0,1
446,22592,994.0,1
447,22603,954.0,1
448,22604,999.0,1
449,22628,886.0,1
450,22646,922.0,1
451,22647,994.0,1
452,22682,870.0,1
453,22704,918.0,1
454,22705,994.0,1
455,22743,827.0,1
456,22744,994.0,1
457,22745,994.0,1
458,22746,994.0,1
459,22747,994.0,1
460,22752,980.0,1
461,22753,994.0,1
462,22763,950.0,1
463,22807,796.0,1
464,22808,994.0,1
465,22809,999.0,1
466,22817,967.0,1
467,22852,820.0,1
468,22853,994.0,1
469,22864,964.0,1
470,22865,994.0,1
471,22866,994.0,1
472,22867,994.0,1
473,22868,999.0,1
474,22893,895.0,1
475,22919,884.0,1
476,22920,999.0,1
477,22960,810.0,1
478,22964,986.0,1
479,22965,999.0,1
480,22966,994.0,1
481,22975,966.0,1
482,22976,994.0,1
483,22985,971.0,1
484,22986,994.0,1
485,22997,954.0,1
486,22998,999.0,1
487,22999,994.0,1
488,23019,895.0,1
489,23020,994.0,1
490,23045,890.0,1
491,23082,828.0,1
492,23083,994.0,1
493,23089,974.0,1
494,23111,898.0,1
495,23112,994.0,1
496,23113,994.0,1
497,23114,994.0,1
498,23115,994.0,1
499,23155,845.0,1
500,23156,994.0,1
501,23179,902.0,1
502,23226,768.0,1
503,23236,955.0,1
504,23265,881.0,1
505,23281,939.0,1
506,23295,941.0,1
507,23296,999.0,1
508,23297,999.0,1
509,23306,971.0,1
510,23390,606.0,1
511,23391,994.0,1
512,23426,860.0,1
513,23435,966.0,1
514,23436,994.0,1
515,23437,994.0,1
516,23438,994.0,1
517,23439,994.0,1
518,23539,480.0,1
519,23540,994.0,1
520,23541,994.0,1
521,23569,867.0,1
522,23607,807.0,1
523,23608,994.0,1
524,23609,994.0,1
525,23610,994.0,1
526,23644,846.0,1
527,23645,994.0,1
528,23670,885.0,1
529,23671,994.0,1
530,23689,937.0,1
531,23719,840.0,1
532,23741,908.0,1
533,23826,595.0,1
534,23840,941.0,1
535,23883,792.0,1
536,23891,967.0,1
537,23892,999.0,1
538,23900,972.0,1
539,23901,994.0,1
540,23902,994.0,1
541,23903,994.0,1
542,23928,885.0,1
543,23929,999.0,1
544,23930,994.0,1
545,23931,994.0,1
546,23932,994.0,1
547,23968,809.0,1
548,24011,787.0,1
549,24012,999.0,1
550,24013,994.0,1
551,24014,994.0,1
552,24015,994.0,1
553,24052,828.0,1
554,24062,965.0,1
555,24063,999.0,1
556,24102,811.0,1
557,24103,994.0,1
558,24104,999.0,1
559,24105,994.0,1
560,24106,994.0,1
561,24112,984.0,1
562,24113,994.0,1
563,24114,994.0,1
564,24122,967.0,1
565,24123,994.0,1
566,24136,947.0,1
567,24147,954.0,1
568,24148,994.0,1
569,24149,994.0,1
570,24171,933.0,1
571,24172,994.0,1
572,24209,838.0,1
573,24210,994.0,1
574,24257,808.0,1
575,24262,995.0,1
576,24270,972.0,1
577,24271,994.0,1
578,24315,831.0,1
579,24324,976.0,1
580,24346,913.0,1
581,24371,890.0,1
582,24376,985.0,1
583,24377,994.0,1
584,24378,994.0,1
585,24390,958.0,1
586,24391,994.0,1
587,24392,994.0,1
588,24404,963.0,1
589,24417,947.0,1
590,24454,838.0,1
591,24455,994.0,1
592,24468,942.0,1
593,24514,769.0,1
594,24569,750.0,1
595,24570,999.0,1
596,24571,999.0,1
597,24572,994.0,1
598,24573,994.0,1
599,24595,913.0,1
600,24596,994.0,1
601,24597,994.0,1
602,24605,972.0,1
603,24630,890.0,1
604,24631,994.0,1
605,24712,609.0,1
606,24713,994.0,1
607,24714,994.0,1
608,24715,999.0,1
609,24780,700.0,1
610,24786,979.0,1
611,24799,947.0,1
612,24800,999.0,1
613,24816,934.0,1
614,24817,994.0,1
615,24818,994.0,1
616,24864,769.0,1
617,24895,889.0,1
618,24896,994.0,1
619,24915,916.0,1
620,24942,873.0,1
621,24943,994.0,1
622,24944,994.0,1
623,24952,967.0,1
624,24961,966.0,1
625,24962,994.0,1
626,24986,881.0,1
627,24987,994.0,1
628,24988,994.0,1
629,24993,990.0,1
630,24994,994.0,1
631,24995,999.0,1
632,24996,994.0,1
633,24997,994.0,1
634,24998,994.0,1
635,24999,994.0,1
636,25000,994.0,1
637,25015,945.0,1
638,25016,999.0,1
639,25024,972.0,1
640,25032,982.0,1
641,25033,994.0,1
642,25034,994.0,1
643,25035,994.0,1
644,25042,973.0,1
645,25043,994.0,1
646,25073,855.0,1
647,25178,530.0,1
648,25188,965.0,1
649,25189,994.0,1
650,25198,976.0,1
651,25199,994.0,1
652,25214,940.0,1
653,25215,994.0,1
654,25247,853.0,1
655,25302,715.0,1
656,25327,890.0,1
657,25348,904.0,1
658,25364,944.0,1
659,25380,929.0,1
660,25381,994.0,1
661,25382,999.0,1
662,25429,778.0,1
663,25430,994.0,1
664,25431,994.0,1
665,25432,994.0,1
666,25462,890.0,1
667,25492,850.0,1
668,25498,984.0,1
669,25499,994.0,1
670,25512,952.0,1
671,25545,842.0,1
672,25546,994.0,1
673,25547,994.0,1
674,25637,555.0,1
675,25638,994.0,1
676,25639,994.0,1
677,25645,979.0,1
678,25655,960.0,1
679,25674,926.0,1
680,25675,994.0,1
681,25676,994.0,1
682,25677,994.0,1
683,25678,999.0,1
684,25720,823.0,1
685,25721,999.0,1
686,25752,884.0,1
687,25773,904.0,1
688,25787,936.0,1
689,25788,994.0,1
690,25789,994.0,1
691,25790,994.0,1
692,25798,962.0,1
693,25799,994.0,1
694,25800,994.0,1
695,25805,990.0,1
696,25806,994.0,1
697,25807,994.0,1
698,25808,999.0,1
699,25820,958.0,1
700,25821,994.0,1
701,25822,994.0,1
702,25823,994.0,1
703,25840,943.0,1
704,25874,846.0,1
705,25906,878.0,1
706,26074,137.0,1
707,26118,786.0,1
708,26134,939.0,1
709,26135,999.0,1
710,26136,994.0,1
711,26162,879.0,1
712,26179,943.0,1
713,26180,994.0,1
714,26181,994.0,1
715,26189,972.0,1
716,26190,994.0,1
717,26191,999.0,1
718,26192,994.0,1
719,26193,994.0,1
720,26194,994.0,1
721,26212,917.0,1
722,26213,994.0,1
723,26232,926.0,1
724,26256,911.0,1
725,26257,994.0,1
726,26258,994.0,1
727,26288,875.0,1
728,26294,979.0,1
729,26295,999.0,1
730,26296,994.0,1
731,26297,994.0,1
732,26325,887.0,1
733,26326,994.0,1
734,26366,825.0,1
735,26380,926.0,1
736,26381,994.0,1
737,26382,994.0,1
738,26404,908.0,1
739,26432,872.0,1
740,26442,965.0,1
741,26452,970.0,1
742,26453,994.0,1
743,26454,994.0,1
744,26483,896.0,1
745,26484,994.0,1
746,26485,994.0,1
747,26486,994.0,1
748,26487,999.0,1
749,26490,992.0,1
750,26491,994.0,1
751,26492,994.0,1
752,26493,994.0,1
753,26559,689.0,1
754,26560,994.0,1
755,26561,994.0,1
756,26562,994.0,1
757,26579,923.0,1
758,26580,994.0,1
759,26593,942.0,1
760,26594,994.0,1
761,26614,915.0,1
762,26615,994.0,1
763,26618,992.0,1
764,26619,994.0,1
765,26629,955.0,1
766,26630,994.0,1
767,26631,994.0,1
768,26632,994.0,1
769,26633,994.0,1
770,26647,961.0,1
771,26648,994.0,1
772,26654,984.0,1
773,26663,976.0,1
774,26664,994.0,1
775,26668,986.0,1
776,26669,999.0,1
777,26670,994.0,1
778,26671,994.0,1
779,26672,999.0,1
780,26673,994.0,1
781,26674,994.0,1
782,26678,991.0,1
783,26686,977.0,1
784,26687,994.0,1
785,26688,994.0,1
786,26689,994.0,1
787,26690,994.0,1
788,26691,999.0,1
789,26695,996.0,1
790,26696,994.0,1
791,26697,994.0,1
792,26733,839.0,1
793,26734,994.0,1
794,26735,994.0,1
795,26774,851.0,1
796,26775,994.0,1
797,26776,994.0,1
798,26777,994.0,1
799,26795,917.0,1
800,26818,887.0,1
801,26819,994.0,1
802,26820,994.0,1
803,26826,984.0,1
804,26862,829.0,1
805,26863,994.0,1
806,26864,994.0,1
807,26865,994.0,1
808,26866,994.0,1
809,26885,921.0,1
810,26903,922.0,1
811,26904,994.0,1
812,26905,994.0,1
813,26906,994.0,1
814,26907,994.0,1
815,26975,662.0,1
816,26976,999.0,1
817,26977,994.0,1
818,26978,994.0,1
819,27061,557.0,1
820,27062,994.0,1
821,27079,933.0,1
822,27227,222.0,1
823,27228,994.0,1
824,27245,918.0,1
825,27246,994.0,1
826,27247,994.0,1
827,27345,502.0,1
828,27346,994.0,1
829,27347,994.0,1
830,27370,897.0,1
831,27492,348.0,1
832,27493,999.0,1
833,27507,946.0,1
834,27516,971.0,1
835,27517,994.0,1
836,27518,994.0,1
837,27519,994.0,1
838,27530,949.0,1
839,27531,994.0,1
840,27539,972.0,1
841,27550,959.0,1
842,27551,994.0,1
843,27572,909.0,1
844,27573,994.0,1
845,27574,994.0,1
846,27575,994.0,1
847,27576,999.0,1
848,27577,994.0,1
849,27578,999.0,1
850,27579,994.0,1
851,27580,994.0,1
852,27581,994.0,1
853,27582,994.0,1
854,27607,880.0,1
855,27639,848.0,1
856,27640,994.0,1
857,27650,960.0,1
858,27651,994.0,1
859,27652,994.0,1
860,27665,957.0,1
861,27666,994.0,1
862,27679,957.0,1
863,27686,978.0,1
864,27696,970.0,1
865,27708,958.0,1
866,27776,712.0,1
867,27777,994.0,1
868,27778,994.0,1
869,27797,926.0,1
870,27798,994.0,1
871,27799,994.0,1
872,27813,936.0,1
873,27903,620.0,1
874,27904,994.0,1
875,27909,980.0,1
876,27913,986.0,1
877,27914,994.0,1
878,27971,703.0,1
879,27972,994.0,1
880,27973,994.0,1
881,27974,994.0,1
882,27975,994.0,1
883,27976,994.0,1
884,27977,994.0,1
885,27978,999.0,1
886,27990,948.0,1
887,27991,999.0,1
888,27992,994.0,1
889,28049,698.0,1
890,28057,977.0,1
891,28058,999.0,1
892,28059,994.0,1
893,28060,994.0,1
894,28061,994.0,1
895,28062,994.0,1
896,28073,959.0,1
897,28074,999.0,1
898,28128,736.0,1
899,28129,994.0,1
900,28130,994.0,1
901,28131,994.0,1
902,28132,994.0,1
903,28133,994.0,1
904,28134,994.0,1
905,28135,994.0,1
906,28136,994.0,1
907,28140,996.0,1
908,28141,999.0,1
909,28142,994.0,1
910,28143,994.0,1
911,28144,994.0,1
912,28162,912.0,1
913,28163,994.0,1
914,28164,994.0,1
915,28165,994.0,1
916,28168,997.0,1
917,28169,994.0,1
918,28170,994.0,1
919,28171,994.0,1
920,28172,994.0,1
921,28173,994.0,1
922,28174,994.0,1
923,28175,994.0,1
924,28176,999.0,1
925,28177,994.0,1
926,28183,979.0,1
927,28293,435.0,1
928,28294,994.0,1
929,28295,994.0,1
930,28296,994.0,1
931,28318,903.0,1
932,28442,466.0,1
933,28443,994.0,1
934,28448,995.0,1
935,28458,970.0,1
936,28459,994.0,1
937,28478,921.0,1
938,28479,994.0,1
939,28480,994.0,1
940,28493,957.0,1
941,28506,937.0,1
942,28507,999.0,1
943,28508,994.0,1
944,28509,994.0,1
945,28510,994.0,1
946,28511,994.0,1
947,28512,994.0,1
948,28534,883.0,1
949,28535,999.0,1
950,28536,994.0,1
951,28537,994.0,1
952,28538,999.0,1
953,28539,994.0,1
954,28540,994.0,1
955,28541,994.0,1
956,28542,994.0,1
957,28568,904.0,1
958,28569,999.0,1
959,28570,994.0,1
960,28571,994.0,1
961,28649,632.0,1
962,28663,926.0,1
963,28675,953.0,1
964,28692,918.0,1
965,28693,994.0,1
966,28694,994.0,1
967,28704,970.0,1
968,28753,781.0,1
969,29002,-339.0,1
970,29003,994.0,1
971,29055,763.0,1
972,29056,999.0,1
973,29057,994.0,1
974,29058,994.0,1
975,29082,881.0,1
976,29083,994.0,1
977,29084,994.0,1
978,29085,994.0,1
979,29106,929.0,1
980,29107,999.0,1
981,29108,994.0,1
982,29145,813.0,1
983,29146,999.0,1
984,29157,959.0,1
985,29161,986.0,1
986,29162,999.0,1
987,29163,999.0,1
988,29164,994.0,1
989,29165,994.0,1
990,29166,994.0,1
991,29169,992.0,1
992,29170,994.0,1
993,29171,994.0,1
994,29172,994.0,1
995,29180,982.0,1
996,29208,847.0,1
997,29209,999.0,1
998,29210,994.0,1
999,29211,994.0,1
1000,29221,965.0,1
1001,29222,994.0,1
1002,29223,994.0,1
1003,29230,978.0,1
1004,29241,954.0,1
1005,29242,994.0,1
1006,29258,919.0,1
1007,29259,994.0,1
1008,29285,894.0,1
1009,29293,967.0,1
1010,29294,994.0,1
1011,29295,994.0,1
1012,29296,994.0,1
1013,29297,999.0,1
1014,29298,994.0,1
1015,29299,994.0,1
1016,29300,994.0,1
1017,29301,999.0,1
1018,29302,994.0,1
1019,29303,994.0,1
1020,29304,994.0,1
1021,29305,994.0,1
1022,29306,999.0,1
1023,29307,994.0,1
1024,29308,994.0,1
1025,29309,994.0,1
1026,29310,994.0,1
1027,29311,994.0,1
1028,29320,966.0,1
1029,29321,994.0,1
1030,29322,994.0,1
1031,29323,994.0,1
1032,29324,994.0,1
1033,29325,994.0,1
1034,29326,994.0,1
1035,29327,999.0,1
1036,29328,999.0,1
1037,29329,994.0,1
1038,29330,994.0,1
1039,29396,664.0,1
1040,29397,994.0,1
1041,29398,994.0,1
1042,29399,994.0,1
1043,29417,922.0,1
1044,29418,994.0,1
1045,29426,972.0,1
1046,29434,977.0,1
1047,29558,331.0,1
1048,29559,994.0,1
1049,29560,994.0,1
1050,29564,991.0,1
1051,29580,934.0,1
1052,29581,994.0,1
1053,29582,994.0,1
1054,29583,994.0,1
1055,29584,994.0,1
1056,29585,994.0,1
1057,29586,994.0,1
1058,29587,994.0,1
1059,29588,999.0,1
1060,29589,994.0,1
1061,29590,994.0,1
1062,29591,994.0,1
1063,29592,994.0,1
1064,29593,999.0,1
1065,29594,994.0,1
1066,29595,994.0,1
1067,29596,994.0,1
1068,29597,999.0,1
1069,29605,962.0,1
1070,29606,994.0,1
1071,29609,997.0,1
1072,29610,994.0,1
1073,29611,994.0,1
1074,29618,978.0,1
1075,29619,994.0,1
1076,29632,942.0,1
1077,29633,994.0,1
1078,29634,999.0,1
1079,29635,994.0,1
1080,29636,994.0,1
1081,29637,994.0,1
1082,29659,908.0,1
1083,29737,642.0,1
1084,29738,994.0,1
1085,29761,902.0,1
1086,29762,994.0,1
1087,29763,994.0,1
1088,29764,994.0,1
1089,29765,994.0,1
1090,29766,994.0,1
1091,29767,994.0,1
1092,29777,965.0,1
1093,29778,994.0,1
1094,29779,994.0,1
1095,29780,994.0,1
1096,29781,994.0,1
1097,29782,994.0,1
1098,29783,994.0,1
1099,29784,994.0,1
1100,29785,994.0,1
1101,29792,978.0,1
1102,29793,999.0,1
1103,29794,999.0,1
1104,29795,994.0,1
1105,29796,994.0,1
1106,29797,994.0,1
1107,29798,999.0,1
1108,29799,994.0,1
1109,29800,999.0,1
1110,29801,994.0,1
1111,29802,999.0,1
1112,29803,994.0,1
1113,29804,994.0,1
1114,29805,999.0,1
1115,29806,994.0,1
1116,29807,994.0,1
1117,29808,994.0,1
1118,29809,994.0,1
1119,29838,871.0,1
1120,29839,994.0,1
1121,29840,994.0,1
1122,29841,999.0,1
1123,29842,994.0,1
1124,29843,994.0,1
1125,29844,994.0,1
1126,29878,836.0,1
1127,29879,994.0,1
1128,29880,999.0,1
1129,29881,999.0,1
1130,29885,986.0,1
1131,29886,994.0,1
1132,29887,994.0,1
1133,29905,947.0,1
1134,29906,994.0,1
1135,29907,994.0,1
1136,29908,994.0,1
1137,29909,994.0,1
1138,29927,937.0,1
1139,29928,994.0,1
1140,29935,983.0,1
1141,29958,912.0,1
1142,29989,864.0,1
1143,29990,994.0,1
1144,29991,999.0,1
1145,29992,994.0,1
1146,29993,994.0,1
1147,30005,963.0,1
1148,30014,981.0,1
1149,30015,999.0,1
1150,30016,994.0,1
1151,30017,999.0,1
1152,30018,994.0,1
1153,30049,884.0,1
1154,30050,994.0,1
1155,30051,994.0,1
1156,30052,994.0,1
1157,30053,994.0,1
1158,30054,999.0,1
1159,30055,994.0,1
1160,30056,994.0,1
1161,30063,978.0,1
1162,30064,994.0,1
1163,30067,997.0,1
1164,30068,994.0,1
1165,30069,994.0,1
1166,30070,994.0,1
1167,30095,885.0,1
1168,30096,994.0,1
1169,30097,999.0,1
1170,30098,999.0,1
1171,30099,999.0,1
1172,30100,994.0,1
1173,30101,999.0,1
1174,30143,808.0,1
1175,30144,994.0,1
1176,30145,994.0,1
1177,30155,965.0,1
1178,30156,999.0,1
1179,30157,994.0,1
1180,30158,994.0,1
1181,30159,994.0,1
1182,30160,999.0,1
1183,30167,983.0,1
1184,30189,908.0,1
1185,30190,999.0,1
1186,30191,994.0,1
1187,30192,994.0,1
1188,30193,994.0,1
1189,30194,999.0,1
1190,30195,994.0,1
1191,30196,994.0,1
1192,30197,994.0,1
1193,30198,994.0,1
1194,30199,994.0,1
1195,30214,955.0,1
1196,30215,994.0,1
1197,30216,994.0,1
1198,30217,994.0,1
1199,30232,945.0,1
1200,30233,994.0,1
1201,30234,994.0,1
1202,30235,999.0,1
1203,30813,-1998.0,1
1204,30814,994.0,1
1205,30919,460.0,1
1206,30920,994.0,1
1207,30921,994.0,1
1208,30922,994.0,1
1209,30923,994.0,1
1210,30930,973.0,1
1211,30935,985.0,1
1212,30936,994.0,1
1213,30937,994.0,1
1214,30938,994.0,1
1215,30945,973.0,1
1216,30946,994.0,1
1217,30947,999.0,1
1218,30962,935.0,1
1219,30963,994.0,1
1220,30964,994.0,1
1221,30986,903.0,1
1222,30989,992.0,1
1223,30996,978.0,1
1224,30997,999.0,1
1225,31006,971.0,1
1226,31007,999.0,1
1227,31012,995.0,1
1228,31013,999.0,1
1229,31014,994.0,1
1230,31015,994.0,1
1231,31016,994.0,1
1232,31017,994.0,1
1233,31018,994.0,1
1234,31019,994.0,1
1235,31020,994.0,1
1236,31028,977.0,1
1237,31029,994.0,1
1238,31038,961.0,1
1239,31039,994.0,1
1240,31040,994.0,1
1241,31041,999.0,1
1242,31042,994.0,1
1243,31043,994.0,1
1244,31044,999.0,1
